net,length_um
_02426_,26.42µm
_04882_,26.42µm
_04908_,26.4µm
_01463_,26.38µm
_03582_,26.36µm
_05209_,26.36µm
net1745,26.36µm
_04360_,26.34µm
_01455_,26.32µm
_01663_,26.32µm
_03273_,26.32µm
_04200_,26.32µm
net452,26.32µm
_07028_,26.3µm
net180,26.3µm
_02097_,26.28µm
clknet_leaf_16_clk,26.28µm
net560,26.27µm
_02981_,26.26µm
_06318_,26.26µm
_06364_,26.26µm
net327,26.26µm
_03952_,26.24µm
net650,26.24µm
_01051_,26.23µm
_00611_,26.22µm
_05645_,26.2µm
adder_inst.exp_a\[4\],26.2µm
_00623_,26.19µm
_02180_,26.18µm
_02776_,26.18µm
_03052_,26.18µm
_04475_,26.18µm
net676,26.17µm
_01865_,26.15µm
net1040,26.145µm
net2822,26.14µm
_01220_,26.12µm
_05845_,26.12µm
net445,26.12µm
_07038_,26.1µm
_01879_,26.08µm
_05156_,26.08µm
_06197_,26.08µm
_03500_,26.06µm
_04010_,26.06µm
_06216_,26.06µm
net784,26.06µm
_03369_,26.04µm
_01163_,26.02µm
_03667_,26.02µm
_06170_,26.02µm
net1282,26.02µm
_03492_,26µm
_04631_,26µm
_01696_,25.98µm
_03014_,25.98µm
_05213_,25.98µm
_06911_,25.98µm
net1365,25.96µm
_03889_,25.95µm
_01046_,25.94µm
net2065,25.94µm
net2593,25.905µm
_02133_,25.9µm
_04554_,25.9µm
_06223_,25.9µm
_04157_,25.88µm
adder_inst.i_a\[8\],25.88µm
net2228,25.88µm
net1293,25.875µm
net28,25.86µm
_02357_,25.82µm
_03559_,25.82µm
_04438_,25.82µm
_02170_,25.78µm
_05216_,25.76µm
_05631_,25.76µm
net23,25.76µm
net1022,25.76µm
_01446_,25.74µm
_04050_,25.74µm
_05312_,25.74µm
_06508_,25.735µm
_00589_,25.7µm
_01909_,25.7µm
_02744_,25.7µm
_01176_,25.66µm
_03599_,25.66µm
_05051_,25.66µm
net1550,25.66µm
_03240_,25.64µm
adder_inst.sum_raw_r\[0\],25.64µm
net394,25.63µm
_03852_,25.6µm
_05047_,25.6µm
_05489_,25.6µm
_03674_,25.58µm
net471,25.58µm
_03615_,25.56µm
_04164_,25.56µm
_05189_,25.56µm
_05218_,25.56µm
net2836,25.56µm
net619,25.53µm
_05111_,25.52µm
_06784_,25.52µm
net716,25.52µm
_03604_,25.5µm
_04025_,25.5µm
net1278,25.5µm
net1526,25.5µm
_03029_,25.48µm
_03729_,25.48µm
_04064_,25.48µm
_04300_,25.46µm
_04821_,25.46µm
_02278_,25.45µm
_02693_,25.44µm
_06592_,25.44µm
_06734_,25.44µm
net2039,25.44µm
_07055_,25.42µm
_07094_,25.42µm
net3322,25.42µm
net2460,25.42µm
_00766_,25.4µm
_03177_,25.4µm
_05708_,25.4µm
net435,25.4µm
net986,25.4µm
net1094,25.4µm
_06464_,25.38µm
net692,25.38µm
_05229_,25.36µm
net386,25.36µm
net2495,25.36µm
_00882_,25.34µm
_01600_,25.34µm
net432,25.34µm
_02084_,25.33µm
_02783_,25.32µm
_03422_,25.32µm
net51,25.32µm
_07010_,25.3µm
_00885_,25.28µm
_00077_,25.26µm
multiplier_inst.man_final\[5\],25.26µm
net166,25.26µm
net816,25.26µm
net2243,25.26µm
net710,25.25µm
_04495_,25.24µm
_05636_,25.24µm
net300,25.22µm
_04599_,25.2µm
_05681_,25.2µm
_01757_,25.18µm
_01936_,25.18µm
_03657_,25.18µm
multiplier_inst.man_final_r\[18\],25.18µm
net110,25.18µm
net1028,25.18µm
i_a[19],25.17µm
net1041,25.165µm
_06360_,25.16µm
net736,25.16µm
net2484,25.16µm
_00864_,25.14µm
_01142_,25.14µm
_03693_,25.14µm
_05113_,25.14µm
_06767_,25.14µm
adder_inst.exp_b\[5\],25.14µm
_03903_,25.12µm
net871,25.12µm
_02395_,25.1µm
_05277_,25.1µm
_02037_,25.08µm
_02601_,25.08µm
_06237_,25.08µm
net2364,25.08µm
_01805_,25.06µm
net297,25.06µm
_01300_,25.04µm
_02750_,25.04µm
_03904_,25.04µm
_00214_,25.02µm
_00800_,25.02µm
_01132_,25.02µm
_02541_,25.02µm
_02704_,25.02µm
_02930_,25.02µm
_03855_,25.02µm
_03971_,25.02µm
net431,25.02µm
net1313,25.02µm
_04473_,25µm
_02491_,24.98µm
_03768_,24.98µm
net2890,24.98µm
_05264_,24.96µm
net623,24.96µm
_00711_,24.95µm
net1280,24.95µm
_03360_,24.94µm
net383,24.94µm
_02531_,24.92µm
net2084,24.92µm
_06102_,24.91µm
_02339_,24.9µm
_02545_,24.9µm
_02715_,24.9µm
_06850_,24.9µm
net3374,24.885µm
_00513_,24.88µm
_05105_,24.88µm
net395,24.88µm
_03769_,24.86µm
net1291,24.86µm
net3200,24.86µm
_00659_,24.84µm
_00459_,24.82µm
_01021_,24.82µm
_01164_,24.82µm
_01871_,24.82µm
_05139_,24.82µm
_05817_,24.82µm
_01431_,24.74µm
_03387_,24.74µm
net1519,24.74µm
net2004,24.74µm
net2806,24.74µm
_05193_,24.73µm
_04402_,24.72µm
_06842_,24.72µm
net397,24.72µm
net880,24.72µm
net1657,24.72µm
_02255_,24.7µm
_02862_,24.7µm
_04577_,24.7µm
net299,24.7µm
_00742_,24.68µm
_01042_,24.68µm
_06328_,24.68µm
_05461_,24.67µm
_03388_,24.66µm
net1727,24.66µm
_06388_,24.645µm
_01919_,24.64µm
_03960_,24.64µm
_04062_,24.64µm
_04432_,24.64µm
adder_inst.exp_larger\[7\],24.625µm
_06175_,24.62µm
_01787_,24.58µm
_04385_,24.58µm
net1589,24.58µm
_06250_,24.545µm
_07066_,24.54µm
_00599_,24.53µm
_04708_,24.52µm
net902,24.515µm
net1351,24.5µm
_02452_,24.48µm
_03617_,24.48µm
_04982_,24.48µm
add_res\[5\],24.48µm
net446,24.48µm
net456,24.48µm
net1197,24.48µm
_06064_,24.46µm
net811,24.46µm
net1473,24.46µm
_02766_,24.45µm
_00446_,24.44µm
_01660_,24.44µm
adder_inst.i_a\[10\],24.44µm
_02418_,24.4µm
_06353_,24.4µm
_06597_,24.4µm
_03179_,24.39µm
_03926_,24.39µm
net732,24.39µm
_01476_,24.38µm
_03787_,24.38µm
net2498,24.38µm
net815,24.345µm
_02110_,24.34µm
_07001_,24.34µm
net1824,24.34µm
_02366_,24.32µm
_03502_,24.32µm
net457,24.32µm
_02883_,24.3µm
_03152_,24.3µm
_03685_,24.3µm
_04145_,24.3µm
_05108_,24.3µm
_05508_,24.3µm
_06808_,24.3µm
_01375_,24.28µm
_01786_,24.28µm
i_a[16],24.27µm
_03722_,24.26µm
_03986_,24.24µm
_06520_,24.24µm
net802,24.24µm
_03004_,24.22µm
_03335_,24.22µm
_03606_,24.22µm
net196,24.22µm
net2362,24.22µm
_03974_,24.21µm
_03638_,24.2µm
_06344_,24.2µm
net274,24.2µm
net569,24.2µm
_02112_,24.19µm
_02720_,24.18µm
net624,24.18µm
net3058,24.18µm
net462,24.16µm
_01081_,24.14µm
_03232_,24.14µm
net219,24.14µm
_02839_,24.12µm
_04015_,24.12µm
net204,24.12µm
net2533,24.12µm
_02902_,24.1µm
_03630_,24.1µm
_04416_,24.1µm
_04551_,24.08µm
net108,24.08µm
net1281,24.08µm
net3021,24.08µm
_02396_,24.06µm
_02490_,24.06µm
_06190_,24.06µm
net2958,24.06µm
_02116_,24.04µm
net672,24.02µm
_04520_,24.015µm
_01229_,24.01µm
_04606_,24µm
_05512_,24µm
_06291_,24µm
_06616_,24µm
_04833_,23.98µm
_06062_,23.98µm
_06679_,23.98µm
net2803,23.98µm
_00255_,23.96µm
_02978_,23.96µm
_02609_,23.94µm
_03336_,23.94µm
_04872_,23.94µm
_06323_,23.94µm
net436,23.94µm
_02692_,23.92µm
_03094_,23.92µm
_05333_,23.92µm
_06642_,23.92µm
_06717_,23.92µm
_01751_,23.9µm
_02443_,23.9µm
_05128_,23.9µm
_05470_,23.9µm
net467,23.9µm
_02483_,23.88µm
_02569_,23.88µm
_06329_,23.88µm
_06903_,23.88µm
net3501,23.88µm
_04079_,23.86µm
net1507,23.855µm
_00847_,23.84µm
_01621_,23.84µm
_03044_,23.84µm
_03441_,23.84µm
_06262_,23.84µm
_06370_,23.84µm
net433,23.84µm
_05336_,23.83µm
_05359_,23.82µm
net830,23.82µm
net1320,23.82µm
_01093_,23.8µm
_05710_,23.8µm
_06130_,23.795µm
_03278_,23.78µm
_05793_,23.77µm
_06257_,23.76µm
net448,23.76µm
net822,23.76µm
_04267_,23.74µm
_01075_,23.72µm
_06264_,23.72µm
_03176_,23.68µm
_04017_,23.68µm
_04896_,23.68µm
_02556_,23.66µm
net2704,23.66µm
_01823_,23.64µm
_02590_,23.63µm
_02148_,23.62µm
_02480_,23.62µm
_05303_,23.62µm
net851,23.62µm
_04652_,23.6µm
_05025_,23.6µm
_03556_,23.58µm
_03931_,23.56µm
_05001_,23.56µm
net141,23.56µm
net268,23.56µm
net403,23.56µm
net931,23.56µm
_00974_,23.54µm
_05233_,23.54µm
_05099_,23.52µm
net419,23.52µm
_02993_,23.5µm
_04992_,23.5µm
_06487_,23.5µm
net911,23.5µm
_04781_,23.48µm
_04816_,23.48µm
net2810,23.46µm
_02856_,23.44µm
adder_inst.i_b\[6\],23.44µm
_00909_,23.42µm
_01920_,23.42µm
net721,23.42µm
net803,23.42µm
_01993_,23.4µm
_04312_,23.4µm
net2268,23.4µm
net3265,23.4µm
_01369_,23.36µm
net681,23.36µm
_02566_,23.34µm
_03963_,23.34µm
net3023,23.34µm
net319,23.32µm
_00998_,23.3µm
_02994_,23.3µm
_03840_,23.3µm
_04480_,23.3µm
_06441_,23.3µm
net594,23.29µm
_02271_,23.26µm
_04536_,23.26µm
_04193_,23.25µm
net411,23.25µm
_06744_,23.24µm
net470,23.24µm
_01773_,23.22µm
net318,23.22µm
net2865,23.22µm
_01069_,23.2µm
_02921_,23.2µm
_03172_,23.2µm
_03583_,23.2µm
_06853_,23.2µm
net35,23.2µm
_02294_,23.18µm
net63,23.18µm
_01166_,23.16µm
_03362_,23.14µm
net875,23.14µm
_00112_,23.12µm
_02199_,23.12µm
net273,23.12µm
_04048_,23.1µm
net440,23.1µm
net714,23.1µm
_02183_,23.095µm
_00200_,23.09µm
_02652_,23.08µm
_05854_,23.08µm
_06534_,23.08µm
net758,23.08µm
net876,23.08µm
net3078,23.08µm
_00997_,23.06µm
_03950_,23.06µm
_04598_,23.06µm
net2256,23.06µm
_05683_,23.04µm
net216,23.04µm
net526,23.04µm
net2693,23.04µm
_02244_,23.02µm
_02929_,23.02µm
_05628_,23.02µm
_05679_,23.01µm
_00910_,23µm
_01802_,23µm
_06947_,22.98µm
_01488_,22.96µm
_02738_,22.96µm
_04387_,22.96µm
_04429_,22.96µm
_04616_,22.96µm
net685,22.96µm
net829,22.96µm
net1432,22.96µm
net2500,22.96µm
_03413_,22.94µm
_03802_,22.94µm
_05009_,22.94µm
_06171_,22.94µm
_06217_,22.94µm
_02123_,22.92µm
_02319_,22.92µm
_03358_,22.92µm
_03407_,22.92µm
_07020_,22.92µm
net3296,22.92µm
_02127_,22.9µm
_05783_,22.9µm
_04612_,22.88µm
_04906_,22.88µm
net793,22.875µm
_02595_,22.87µm
_00510_,22.86µm
_01087_,22.86µm
net869,22.86µm
_03313_,22.84µm
_03566_,22.84µm
_05042_,22.84µm
_06476_,22.84µm
adder_inst.i_a\[7\],22.84µm
_03491_,22.835µm
_06451_,22.83µm
_04669_,22.82µm
net2614,22.82µm
_00550_,22.81µm
_02756_,22.8µm
_03832_,22.8µm
_05851_,22.8µm
_06194_,22.8µm
net1440,22.8µm
net814,22.765µm
_01652_,22.76µm
_01821_,22.76µm
_01972_,22.76µm
_03547_,22.76µm
_00691_,22.75µm
_05365_,22.74µm
_05964_,22.74µm
_04422_,22.72µm
net107,22.72µm
_04610_,22.7µm
net638,22.7µm
net677,22.7µm
net1846,22.7µm
net694,22.69µm
adder_inst.exp_a_r\[1\],22.68µm
net97,22.68µm
_04698_,22.66µm
_06391_,22.66µm
net905,22.66µm
net3129,22.65µm
_00456_,22.64µm
_03183_,22.64µm
_03683_,22.64µm
adder_inst.man_b\[23\],22.64µm
net2441,22.64µm
_02536_,22.62µm
_03942_,22.62µm
_05259_,22.62µm
_06493_,22.62µm
net117,22.615µm
_02795_,22.6µm
o_res[7],22.6µm
_01070_,22.58µm
_04677_,22.58µm
_00829_,22.56µm
_00842_,22.56µm
_02461_,22.56µm
_04499_,22.56µm
net3241,22.55µm
_02185_,22.54µm
_04672_,22.54µm
_05077_,22.54µm
_06571_,22.54µm
_03918_,22.53µm
_01866_,22.52µm
_03459_,22.52µm
_05511_,22.52µm
_05574_,22.52µm
net1480,22.52µm
_00980_,22.5µm
_03813_,22.5µm
_03863_,22.5µm
_04336_,22.5µm
_01257_,22.48µm
_01587_,22.48µm
_03066_,22.48µm
_05034_,22.48µm
_05638_,22.46µm
net2940,22.46µm
_01921_,22.44µm
_02289_,22.44µm
_03230_,22.44µm
_01944_,22.42µm
_04763_,22.42µm
_06222_,22.42µm
_03859_,22.4µm
_00996_,22.38µm
_04844_,22.38µm
net3308,22.38µm
_01503_,22.37µm
_04570_,22.36µm
_05330_,22.36µm
_05660_,22.36µm
net808,22.36µm
_03518_,22.34µm
_00848_,22.32µm
_03669_,22.32µm
_02242_,22.3µm
_04171_,22.3µm
_04904_,22.3µm
_04999_,22.3µm
_05103_,22.3µm
adder_inst.i_b\[11\],22.3µm
net399,22.3µm
net2080,22.3µm
_01458_,22.28µm
_03284_,22.28µm
_03457_,22.28µm
_05797_,22.28µm
_01782_,22.26µm
_04152_,22.26µm
net2117,22.26µm
net392,22.26µm
_04155_,22.24µm
_03031_,22.22µm
_04486_,22.22µm
_04507_,22.22µm
_05234_,22.22µm
net713,22.22µm
_00541_,22.2µm
_02668_,22.2µm
net586,22.2µm
_05994_,22.18µm
net1450,22.18µm
net3196,22.18µm
_00731_,22.16µm
_01007_,22.16µm
_01555_,22.16µm
_05147_,22.16µm
net2433,22.16µm
_01061_,22.14µm
_03333_,22.14µm
_06143_,22.14µm
net349,22.14µm
_02336_,22.12µm
o_res[5],22.12µm
net1668,22.12µm
_01941_,22.1µm
_04785_,22.1µm
_05082_,22.1µm
_01674_,22.08µm
_04433_,22.08µm
_06414_,22.08µm
net1878,22.08µm
_01915_,22.06µm
_06979_,22.04µm
net1653,22.04µm
_01442_,22.02µm
_07095_,22.02µm
_02990_,22µm
_02991_,22µm
_04801_,22µm
_06604_,22µm
multiplier_inst.man_final\[22\],22µm
_00530_,21.98µm
_04030_,21.98µm
_05653_,21.97µm
i_a[2],21.97µm
_00428_,21.96µm
_01487_,21.96µm
_05122_,21.96µm
_05293_,21.96µm
net409,21.96µm
net862,21.96µm
_01785_,21.94µm
net1484,21.94µm
net1716,21.94µm
_00503_,21.92µm
_06871_,21.92µm
net1899,21.92µm
net2570,21.92µm
_04363_,21.9µm
net614,21.9µm
_00124_,21.89µm
_01307_,21.88µm
_02560_,21.88µm
_04532_,21.88µm
_04925_,21.88µm
_05202_,21.875µm
_06523_,21.86µm
_02513_,21.84µm
_03131_,21.84µm
_04502_,21.84µm
_05374_,21.84µm
net315,21.84µm
_02197_,21.82µm
_06753_,21.82µm
_00478_,21.8µm
_06446_,21.8µm
_06572_,21.8µm
_06859_,21.8µm
net641,21.8µm
net703,21.79µm
net914,21.78µm
_02248_,21.76µm
_04117_,21.75µm
_03304_,21.74µm
_05220_,21.74µm
net3321,21.725µm
_04058_,21.72µm
net102,21.72µm
net651,21.72µm
net571,21.71µm
_01642_,21.7µm
_03216_,21.7µm
net2739,21.68µm
_02425_,21.66µm
net226,21.66µm
net3376,21.645µm
_02530_,21.64µm
_02854_,21.64µm
_03633_,21.64µm
_05145_,21.64µm
adder_inst.i_b\[12\],21.64µm
net669,21.62µm
net1209,21.62µm
net2829,21.62µm
_00955_,21.6µm
_04185_,21.6µm
_04354_,21.6µm
_04500_,21.59µm
_02094_,21.58µm
_04773_,21.58µm
_06104_,21.58µm
_01482_,21.56µm
_02235_,21.56µm
_03394_,21.56µm
_02716_,21.55µm
_05263_,21.545µm
_01586_,21.54µm
_02119_,21.54µm
_03188_,21.54µm
_04026_,21.54µm
_06055_,21.54µm
net157,21.54µm
net1926,21.54µm
net742,21.53µm
_02847_,21.52µm
_04840_,21.52µm
_00868_,21.51µm
net3495,21.5µm
_03695_,21.49µm
_04268_,21.49µm
_06852_,21.48µm
_02018_,21.46µm
adder_inst.sum_raw_r\[7\],21.46µm
net2017,21.46µm
_03827_,21.455µm
_00704_,21.44µm
_05805_,21.44µm
_05815_,21.44µm
net450,21.43µm
_00815_,21.42µm
_01412_,21.42µm
net2437,21.4µm
_07037_,21.39µm
_02090_,21.38µm
_02140_,21.38µm
_02305_,21.38µm
_00429_,21.34µm
_04971_,21.34µm
net493,21.33µm
_02346_,21.32µm
_03221_,21.32µm
_03751_,21.32µm
_04626_,21.32µm
net12,21.32µm
_02999_,21.3µm
_03785_,21.3µm
_04563_,21.3µm
_05428_,21.3µm
_00671_,21.28µm
_03664_,21.28µm
_06324_,21.28µm
_00720_,21.26µm
_01291_,21.26µm
_02751_,21.26µm
_03698_,21.26µm
_06916_,21.26µm
net649,21.26µm
_02115_,21.24µm
_03828_,21.22µm
net1618,21.22µm
_03765_,21.2µm
net30,21.2µm
_00752_,21.18µm
_04484_,21.18µm
_05999_,21.18µm
_06624_,21.18µm
net2015,21.18µm
_01540_,21.16µm
_01922_,21.16µm
_03535_,21.16µm
_03614_,21.16µm
_04038_,21.16µm
_04314_,21.16µm
_05692_,21.16µm
_06533_,21.16µm
_03279_,21.14µm
_04670_,21.14µm
_05724_,21.14µm
net113,21.14µm
net407,21.14µm
_02332_,21.135µm
_00851_,21.12µm
_02088_,21.12µm
_03647_,21.12µm
net247,21.12µm
net796,21.12µm
net3142,21.12µm
net874,21.11µm
_03089_,21.08µm
_05100_,21.08µm
_05668_,21.08µm
_06627_,21.08µm
adder_inst.i_b\[21\],21.08µm
net1706,21.08µm
_04040_,21.04µm
_04140_,21.04µm
_00422_,21.02µm
_02613_,21.02µm
_00973_,21µm
_02192_,21µm
_03677_,21µm
_00133_,20.98µm
_03254_,20.98µm
_05349_,20.98µm
_06511_,20.98µm
net562,20.98µm
_03156_,20.96µm
_04615_,20.96µm
_06800_,20.96µm
_07064_,20.96µm
_02857_,20.94µm
net1367,20.94µm
_03159_,20.92µm
_04477_,20.92µm
_05225_,20.92µm
_06494_,20.92µm
_06861_,20.92µm
adder_inst.sum_raw\[23\],20.92µm
net1373,20.92µm
_01149_,20.9µm
net25,20.9µm
_06210_,20.88µm
_03386_,20.86µm
net2611,20.86µm
_00390_,20.85µm
_01893_,20.84µm
_02231_,20.84µm
_06599_,20.84µm
_07018_,20.84µm
net3330,20.84µm
_01052_,20.82µm
_05813_,20.82µm
net3020,20.82µm
_05795_,20.81µm
net901,20.81µm
_01179_,20.8µm
net1247,20.8µm
_06976_,20.79µm
_01302_,20.78µm
_01414_,20.78µm
_05195_,20.78µm
_05698_,20.78µm
_06395_,20.78µm
_06902_,20.78µm
adder_inst.exp_b\[6\],20.78µm
_02293_,20.77µm
_05157_,20.77µm
_01078_,20.76µm
_02606_,20.76µm
_04680_,20.755µm
_02584_,20.74µm
_03227_,20.74µm
_05294_,20.74µm
_06507_,20.74µm
net2142,20.74µm
net2215,20.74µm
net2374,20.74µm
_01926_,20.72µm
_02297_,20.72µm
_02479_,20.72µm
_05243_,20.72µm
_06359_,20.72µm
net3171,20.72µm
_03114_,20.7µm
_05596_,20.69µm
_06610_,20.68µm
net202,20.68µm
net265,20.68µm
_00802_,20.66µm
_01235_,20.66µm
_02333_,20.66µm
_00097_,20.64µm
_00767_,20.62µm
_04059_,20.62µm
net1948,20.62µm
_01656_,20.6µm
_03668_,20.6µm
net679,20.6µm
_00226_,20.59µm
net3038,20.585µm
_01559_,20.58µm
_01689_,20.58µm
_03102_,20.58µm
_01373_,20.56µm
_02818_,20.56µm
_05207_,20.56µm
_07056_,20.56µm
_02138_,20.54µm
_04604_,20.53µm
_01746_,20.52µm
_06103_,20.52µm
adder_inst.i_a\[9\],20.52µm
net26,20.52µm
_01790_,20.46µm
_01987_,20.46µm
_03430_,20.46µm
_03826_,20.46µm
_05200_,20.46µm
_00202_,20.45µm
net11,20.43µm
_03372_,20.42µm
_03686_,20.42µm
_05587_,20.42µm
_06398_,20.42µm
net3316,20.42µm
_06177_,20.4µm
_06837_,20.4µm
add_res\[9\],20.4µm
_04827_,20.395µm
_01249_,20.38µm
_02004_,20.38µm
_06142_,20.38µm
net2093,20.38µm
net2948,20.38µm
_04658_,20.36µm
_05617_,20.36µm
_07068_,20.36µm
net636,20.355µm
_01060_,20.34µm
_04087_,20.34µm
net382,20.34µm
net410,20.34µm
_02368_,20.33µm
_01029_,20.32µm
_01165_,20.32µm
_01233_,20.32µm
_01258_,20.32µm
_03885_,20.32µm
net1741,20.32µm
_01018_,20.3µm
_02385_,20.3µm
_02829_,20.3µm
_02876_,20.3µm
_03798_,20.3µm
net583,20.3µm
net2895,20.3µm
_01200_,20.28µm
_03462_,20.28µm
_04056_,20.28µm
_04825_,20.28µm
_06165_,20.28µm
_01408_,20.26µm
_02784_,20.26µm
_05222_,20.26µm
net1816,20.26µm
_00887_,20.24µm
_02077_,20.24µm
_05101_,20.24µm
_06373_,20.24µm
_02179_,20.22µm
_03746_,20.22µm
_04673_,20.22µm
_02313_,20.2µm
_04332_,20.2µm
net868,20.2µm
_06473_,20.18µm
_00113_,20.16µm
_02445_,20.16µm
_05096_,20.16µm
_02701_,20.14µm
net1256,20.14µm
_02470_,20.12µm
_02481_,20.12µm
_04144_,20.12µm
_04239_,20.12µm
_05095_,20.12µm
_06925_,20.12µm
multiplier_inst.exp_final_r\[3\],20.12µm
net520,20.12µm
net1110,20.12µm
_01468_,20.11µm
_00917_,20.1µm
_04272_,20.1µm
net582,20.1µm
_00874_,20.08µm
_01370_,20.08µm
_01985_,20.08µm
net2609,20.08µm
net2010,20.07µm
_03655_,20.06µm
_03709_,20.06µm
_03754_,20.06µm
_06851_,20.06µm
_06881_,20.06µm
_03444_,20.04µm
_03878_,20.04µm
_04147_,20.04µm
_00041_,20.02µm
net3386,20.02µm
_02308_,20µm
_04054_,20µm
_06598_,20µm
_07017_,20µm
net417,20µm
_01434_,19.985µm
_04639_,19.98µm
_06384_,19.98µm
_07077_,19.975µm
_02570_,19.96µm
_03356_,19.96µm
net375,19.96µm
_00538_,19.94µm
_02589_,19.94µm
multiplier_inst.is_inf_r,19.94µm
_02596_,19.92µm
_03117_,19.92µm
_03424_,19.92µm
_06645_,19.92µm
net1447,19.92µm
net1634,19.92µm
_00044_,19.9µm
_01852_,19.9µm
_07060_,19.9µm
net246,19.9µm
_00757_,19.895µm
_01401_,19.88µm
_04955_,19.88µm
_07103_,19.88µm
net3052,19.88µm
_04256_,19.87µm
_01925_,19.86µm
_03643_,19.86µm
_03720_,19.86µm
_04380_,19.86µm
_04382_,19.86µm
_04364_,19.84µm
net618,19.84µm
net1289,19.84µm
net2071,19.84µm
_02022_,19.82µm
_03975_,19.82µm
_03994_,19.82µm
_02392_,19.81µm
_03263_,19.805µm
_03933_,19.8µm
_04583_,19.8µm
net689,19.8µm
net311,19.78µm
_02562_,19.76µm
_05272_,19.76µm
_07100_,19.76µm
net1487,19.76µm
_00785_,19.74µm
_01006_,19.74µm
_04002_,19.74µm
_04290_,19.74µm
_06678_,19.74µm
net3206,19.73µm
_00796_,19.72µm
_05055_,19.72µm
_01178_,19.7µm
_02002_,19.7µm
_06869_,19.7µm
i_b[5],19.68µm
net626,19.68µm
_01222_,19.66µm
_02055_,19.66µm
_04057_,19.66µm
net671,19.66µm
_01027_,19.65µm
_04230_,19.65µm
_02976_,19.64µm
_03741_,19.64µm
_01143_,19.62µm
_03435_,19.62µm
_03497_,19.62µm
net2701,19.62µm
_04489_,19.61µm
_02942_,19.6µm
net1055,19.6µm
net2703,19.6µm
net3307,19.6µm
adder_inst.exp_a_r\[2\],19.58µm
i_a[5],19.57µm
_03622_,19.56µm
_04338_,19.56µm
_05403_,19.56µm
_04918_,19.55µm
net2334,19.55µm
_02842_,19.54µm
net2961,19.54µm
net1700,19.54µm
_06594_,19.52µm
net1884,19.52µm
_02306_,19.5µm
_03125_,19.48µm
_05342_,19.48µm
_05682_,19.48µm
_00686_,19.46µm
_02819_,19.46µm
net351,19.46µm
_01585_,19.44µm
_02390_,19.44µm
_05425_,19.44µm
_06525_,19.44µm
_06606_,19.44µm
i_b[9],19.44µm
net2206,19.44µm
net2461,19.44µm
_04045_,19.42µm
_04236_,19.42µm
net1888,19.42µm
net3147,19.42µm
_01667_,19.4µm
_02473_,19.4µm
multiplier_inst.sign_res,19.4µm
net73,19.4µm
net1583,19.4µm
_01884_,19.38µm
_03286_,19.38µm
_05137_,19.38µm
_05560_,19.38µm
net655,19.38µm
net1276,19.36µm
_00778_,19.34µm
_01601_,19.34µm
_04795_,19.34µm
_04471_,19.32µm
_01902_,19.3µm
_02551_,19.3µm
_04936_,19.3µm
_05671_,19.3µm
net821,19.3µm
_02008_,19.28µm
_02544_,19.28µm
_05848_,19.28µm
_01155_,19.27µm
_04406_,19.27µm
_00741_,19.26µm
_03074_,19.26µm
_04253_,19.25µm
_03682_,19.24µm
_05426_,19.24µm
_06365_,19.24µm
_01127_,19.2µm
_02169_,19.2µm
_02710_,19.2µm
_03173_,19.2µm
_03410_,19.2µm
_07076_,19.2µm
net700,19.2µm
_00092_,19.18µm
_02684_,19.18µm
_03792_,19.18µm
_05008_,19.18µm
_04800_,19.17µm
_00505_,19.16µm
_05097_,19.16µm
_05344_,19.16µm
_05367_,19.16µm
_01497_,19.14µm
_04741_,19.14µm
_05465_,19.14µm
_06789_,19.14µm
_01267_,19.12µm
_03661_,19.12µm
adder_inst.i_vld_r2,19.12µm
net181,19.12µm
_01017_,19.1µm
_01796_,19.1µm
_03033_,19.1µm
i_a[31],19.09µm
_02583_,19.08µm
_02770_,19.08µm
_04187_,19.08µm
_04678_,19.08µm
_05118_,19.08µm
_06181_,19.08µm
_06581_,19.08µm
net1711,19.08µm
net2046,19.08µm
_03382_,19.07µm
_01716_,19.06µm
_02353_,19.06µm
_03406_,19.06µm
_04724_,19.06µm
_05719_,19.06µm
_00228_,19.05µm
_01499_,19.04µm
_02588_,19.04µm
_04519_,19.04µm
net3039,19.04µm
_00533_,19.02µm
_05521_,19.02µm
_05801_,19.02µm
net74,19.02µm
_06316_,19.015µm
_00970_,19µm
_01113_,19µm
_00441_,18.99µm
_00479_,18.98µm
_01977_,18.98µm
_02264_,18.98µm
_04091_,18.98µm
_04661_,18.98µm
_06276_,18.98µm
net754,18.98µm
net371,18.96µm
_00776_,18.95µm
_03845_,18.94µm
net963,18.94µm
_01822_,18.92µm
_02573_,18.92µm
_03431_,18.92µm
net697,18.92µm
_06167_,18.9µm
net2588,18.88µm
_02386_,18.86µm
_02430_,18.86µm
_03684_,18.86µm
_04302_,18.86µm
_04823_,18.86µm
_05266_,18.86µm
net1546,18.86µm
_03389_,18.84µm
_06150_,18.84µm
net2240,18.84µm
_03294_,18.82µm
_06228_,18.82µm
_01520_,18.81µm
_02484_,18.8µm
_04452_,18.8µm
_01028_,18.78µm
_03181_,18.78µm
_03656_,18.78µm
_05036_,18.78µm
_06928_,18.78µm
net1560,18.78µm
_00624_,18.76µm
_03786_,18.76µm
_03830_,18.76µm
_04934_,18.76µm
_00823_,18.74µm
_01923_,18.74µm
_02980_,18.74µm
_04584_,18.74µm
_06567_,18.74µm
_06866_,18.74µm
_00531_,18.72µm
_02762_,18.72µm
_05070_,18.72µm
_06428_,18.72µm
net1931,18.72µm
