net,length_um
_04113_,18.32µm
multiplier_inst.man_final\[9\],18.32µm
net2562,18.315µm
_01000_,18.3µm
_02971_,18.3µm
_04566_,18.3µm
_05038_,18.3µm
_06382_,18.29µm
_00901_,18.28µm
_04651_,18.28µm
_06630_,18.27µm
net680,18.27µm
_00891_,18.26µm
_01610_,18.26µm
_04522_,18.26µm
_04740_,18.25µm
net661,18.25µm
_02806_,18.24µm
_03964_,18.24µm
_06477_,18.24µm
adder_inst.i_b\[9\],18.24µm
_05146_,18.235µm
_00983_,18.22µm
_01881_,18.22µm
adder_inst.man_a_r\[0\],18.22µm
_01828_,18.2µm
_02251_,18.2µm
_06317_,18.2µm
net978,18.2µm
_02137_,18.18µm
_02506_,18.18µm
_06964_,18.18µm
_03084_,18.16µm
_03737_,18.16µm
_05852_,18.16µm
_06125_,18.16µm
_02128_,18.14µm
_03719_,18.14µm
_04572_,18.14µm
_05535_,18.14µm
_04524_,18.12µm
net1652,18.12µm
_04878_,18.1µm
net174,18.1µm
net738,18.1µm
_02719_,18.08µm
_03935_,18.08µm
_03999_,18.08µm
_06233_,18.08µm
_03895_,18.06µm
adder_inst.i_b\[16\],18.06µm
net3304,18.06µm
_00839_,18.04µm
_03784_,18.04µm
_04586_,18.04µm
_06346_,18.04µm
_00613_,18.02µm
_03865_,18.02µm
_04204_,18.02µm
_04817_,18.02µm
_04939_,18.02µm
_05493_,18.02µm
adder_inst.i_b\[20\],18.02µm
adder_inst.man_b_r\[0\],18.02µm
net8,18.02µm
_01297_,18µm
_04819_,18µm
_05242_,18µm
_01875_,17.98µm
_06077_,17.98µm
_06319_,17.98µm
_06474_,17.98µm
_00953_,17.96µm
_01641_,17.96µm
_02121_,17.96µm
_05490_,17.96µm
_06251_,17.96µm
_06970_,17.96µm
_02554_,17.94µm
_02575_,17.94µm
_03223_,17.94µm
_05431_,17.94µm
_05696_,17.94µm
_00682_,17.92µm
_05135_,17.92µm
_06750_,17.92µm
_00740_,17.9µm
_02327_,17.9µm
_02407_,17.9µm
_04390_,17.9µm
net3099,17.9µm
net460,17.88µm
_00569_,17.86µm
_01205_,17.86µm
_02821_,17.86µm
_03041_,17.86µm
_04529_,17.86µm
_05053_,17.86µm
net654,17.86µm
_03822_,17.84µm
_04929_,17.84µm
net212,17.83µm
net2006,17.83µm
_03542_,17.82µm
_04535_,17.82µm
_04573_,17.82µm
_05982_,17.82µm
_03687_,17.8µm
_00832_,17.78µm
_01813_,17.78µm
_02813_,17.78µm
net1437,17.78µm
_06320_,17.76µm
_01133_,17.755µm
_01278_,17.74µm
_03419_,17.74µm
_06204_,17.74µm
_06530_,17.74µm
i_b[19],17.74µm
_02629_,17.72µm
net2689,17.72µm
_04328_,17.7µm
adder_inst.exp_a_r\[5\],17.7µm
net640,17.7µm
net1189,17.7µm
_02074_,17.68µm
adder_inst.i_a\[1\],17.68µm
net398,17.68µm
net3108,17.68µm
_00230_,17.67µm
_05563_,17.66µm
o_res[3],17.66µm
_01460_,17.64µm
_06457_,17.64µm
net2728,17.64µm
_01108_,17.62µm
_02887_,17.62µm
_03797_,17.62µm
_04465_,17.62µm
_06506_,17.62µm
_00501_,17.6µm
_01274_,17.6µm
_01305_,17.6µm
_01718_,17.6µm
_05382_,17.6µm
_05735_,17.6µm
adder_inst.i_b\[5\],17.6µm
_06442_,17.58µm
net711,17.58µm
_00866_,17.56µm
_01378_,17.56µm
_03753_,17.56µm
_04021_,17.56µm
_06069_,17.56µm
_06433_,17.56µm
_01077_,17.54µm
_03013_,17.54µm
net2024,17.54µm
_06830_,17.53µm
_04585_,17.52µm
_04611_,17.52µm
_04859_,17.52µm
_06255_,17.52µm
_07070_,17.52µm
net2670,17.52µm
_02616_,17.515µm
_01213_,17.5µm
_02147_,17.5µm
_03143_,17.5µm
_04541_,17.5µm
_06730_,17.5µm
net323,17.5µm
_01383_,17.48µm
_02277_,17.48µm
_02875_,17.48µm
_03353_,17.48µm
_03375_,17.48µm
_04824_,17.48µm
net298,17.48µm
_00528_,17.46µm
_00897_,17.46µm
_01606_,17.46µm
_02398_,17.46µm
_00438_,17.44µm
_00653_,17.44µm
_01754_,17.44µm
_01780_,17.44µm
_01982_,17.44µm
_04483_,17.44µm
_06091_,17.44µm
adder_inst.exp_b\[1\],17.44µm
net2222,17.44µm
_00554_,17.42µm
_04301_,17.42µm
_04078_,17.4µm
_04619_,17.4µm
adder_inst.sum_raw_r\[22\],17.4µm
net2873,17.4µm
_05412_,17.38µm
net185,17.38µm
_00004_,17.36µm
_06409_,17.36µm
net1056,17.36µm
_02415_,17.35µm
_02374_,17.34µm
_05212_,17.34µm
net542,17.34µm
_01032_,17.33µm
_00654_,17.32µm
_01758_,17.32µm
_04189_,17.32µm
_05104_,17.32µm
_03843_,17.3µm
net1646,17.3µm
_02577_,17.28µm
_06710_,17.28µm
_03909_,17.27µm
_05578_,17.26µm
net1406,17.26µm
_02241_,17.24µm
_02617_,17.24µm
_03507_,17.24µm
_06270_,17.24µm
_01159_,17.22µm
_02421_,17.22µm
_02790_,17.22µm
_04014_,17.22µm
i_b[10],17.22µm
net3372,17.22µm
_01739_,17.21µm
_01647_,17.2µm
_02918_,17.2µm
_03132_,17.2µm
_07057_,17.2µm
_00022_,17.18µm
_01084_,17.18µm
_04233_,17.18µm
_04242_,17.18µm
_06455_,17.18µm
_00561_,17.16µm
_01724_,17.16µm
_02388_,17.16µm
_02641_,17.16µm
_03580_,17.16µm
_04158_,17.16µm
_04210_,17.16µm
net3150,17.15µm
_00523_,17.14µm
_02417_,17.14µm
_04161_,17.14µm
_05602_,17.14µm
_04633_,17.13µm
_01622_,17.12µm
_06224_,17.115µm
_01430_,17.1µm
_01685_,17.1µm
_01911_,17.1µm
_02533_,17.1µm
_03743_,17.1µm
_00655_,17.08µm
_02021_,17.08µm
_02650_,17.08µm
_02951_,17.08µm
net1176,17.08µm
_04413_,17.06µm
_04675_,17.06µm
adder_inst.man_a_r\[14\],17.06µm
net1146,17.06µm
_01847_,17.04µm
_04094_,17.04µm
_05551_,17.04µm
_06266_,17.04µm
_07012_,17.04µm
net565,17.04µm
net693,17.04µm
_02695_,17.02µm
_03261_,17.02µm
_04151_,17.02µm
_04313_,17.02µm
_04582_,17.02µm
_06686_,17.02µm
net1705,17.02µm
_03349_,17µm
_04571_,17µm
_04919_,17µm
_05149_,17µm
_03624_,16.98µm
_04952_,16.98µm
net2923,16.98µm
_01655_,16.96µm
_01962_,16.96µm
_03311_,16.96µm
_05131_,16.96µm
_00968_,16.94µm
_01509_,16.94µm
_02707_,16.94µm
_04449_,16.94µm
_06094_,16.94µm
net645,16.94µm
_01763_,16.92µm
_05351_,16.92µm
_06796_,16.92µm
_01992_,16.9µm
_02379_,16.9µm
_03481_,16.9µm
_04478_,16.9µm
net1300,16.89µm
_00831_,16.88µm
_04348_,16.88µm
_04645_,16.88µm
_04914_,16.88µm
net188,16.88µm
_02850_,16.86µm
_03562_,16.86µm
_06277_,16.86µm
net1721,16.86µm
net2288,16.86µm
_03112_,16.855µm
_05459_,16.84µm
net1655,16.825µm
_03126_,16.82µm
_03851_,16.82µm
_04162_,16.82µm
_05337_,16.82µm
net826,16.82µm
net1624,16.82µm
_00605_,16.8µm
_01196_,16.8µm
_03972_,16.8µm
net1059,16.8µm
_01371_,16.78µm
_01415_,16.78µm
_01662_,16.78µm
_03005_,16.78µm
_03808_,16.78µm
_04739_,16.78µm
adder_inst.sum_raw_r\[5\],16.78µm
net2303,16.78µm
_02394_,16.76µm
_06568_,16.76µm
_02989_,16.74µm
_03723_,16.74µm
_05709_,16.74µm
_06876_,16.74µm
net2212,16.74µm
_06641_,16.72µm
_07049_,16.72µm
_03236_,16.71µm
_04023_,16.7µm
_05462_,16.7µm
_06399_,16.7µm
_00002_,16.68µm
_00565_,16.68µm
_04847_,16.68µm
_04860_,16.68µm
_05085_,16.68µm
_06007_,16.68µm
add_res\[20\],16.68µm
_03596_,16.67µm
_00430_,16.66µm
_03593_,16.66µm
_06867_,16.66µm
net64,16.66µm
net3084,16.66µm
_05685_,16.65µm
_03267_,16.64µm
_04066_,16.64µm
net2406,16.64µm
net1381,16.62µm
_01583_,16.6µm
_02073_,16.6µm
_02451_,16.6µm
_02936_,16.6µm
_03836_,16.6µm
_04632_,16.6µm
_04676_,16.6µm
net2665,16.6µm
_03443_,16.58µm
_04799_,16.58µm
_05163_,16.58µm
net451,16.58µm
_00127_,16.57µm
_02139_,16.57µm
_01175_,16.56µm
_01299_,16.56µm
_03877_,16.56µm
_04012_,16.56µm
net1074,16.56µm
_00825_,16.54µm
_01131_,16.54µm
_04065_,16.54µm
net965,16.53µm
_06200_,16.52µm
_06491_,16.52µm
net2307,16.52µm
_04156_,16.5µm
_05045_,16.5µm
net799,16.5µm
_00579_,16.48µm
_01983_,16.48µm
_02828_,16.48µm
_03546_,16.48µm
_03894_,16.48µm
net1284,16.48µm
net2719,16.48µm
_00233_,16.47µm
net817,16.46µm
_01863_,16.455µm
_00111_,16.45µm
_03191_,16.44µm
_03496_,16.44µm
_03764_,16.44µm
_05366_,16.44µm
_06965_,16.43µm
_02422_,16.41µm
_02240_,16.4µm
_03271_,16.4µm
_04873_,16.4µm
_04951_,16.4µm
_05244_,16.4µm
_06981_,16.38µm
net2502,16.38µm
_00637_,16.36µm
_02558_,16.36µm
_03214_,16.36µm
_04112_,16.36µm
_04685_,16.36µm
_05623_,16.36µm
net3158,16.36µm
net752,16.355µm
_01079_,16.34µm
_05375_,16.34µm
net2798,16.34µm
net3062,16.34µm
_01575_,16.32µm
_03149_,16.32µm
_03670_,16.32µm
_04271_,16.32µm
_02632_,16.3µm
_02953_,16.3µm
_03689_,16.3µm
net62,16.3µm
net1304,16.28µm
_01433_,16.26µm
_01615_,16.26µm
_03154_,16.26µm
_04562_,16.26µm
_05958_,16.26µm
net3371,16.26µm
_07004_,16.25µm
_01294_,16.24µm
_03011_,16.24µm
_03876_,16.24µm
_04713_,16.24µm
_01553_,16.22µm
_03763_,16.22µm
_04624_,16.22µm
_04815_,16.22µm
_05125_,16.22µm
_06449_,16.22µm
_07021_,16.22µm
net3041,16.22µm
net3356,16.22µm
_03568_,16.2µm
_04695_,16.2µm
_01531_,16.18µm
_04625_,16.18µm
_04699_,16.18µm
_06703_,16.18µm
net1581,16.18µm
net3112,16.18µm
_04902_,16.16µm
_06284_,16.16µm
_06706_,16.16µm
o_res[11],16.16µm
net950,16.16µm
_00310_,16.15µm
_01619_,16.14µm
_01640_,16.14µm
_03571_,16.14µm
_04581_,16.14µm
_06215_,16.14µm
_05990_,16.12µm
adder_inst.i_a\[0\],16.12µm
net205,16.12µm
net1180,16.12µm
_00896_,16.1µm
_01437_,16.1µm
_01518_,16.1µm
_02326_,16.1µm
_02334_,16.1µm
_03070_,16.1µm
_06347_,16.08µm
_01372_,16.06µm
_03186_,16.06µm
_04356_,16.06µm
_05590_,16.06µm
multiplier_inst.overflow_calc,16.06µm
net1961,16.06µm
_03530_,16.055µm
_03380_,16.04µm
_03036_,16.02µm
_04492_,16.02µm
_06376_,16.02µm
_06470_,16.02µm
_06518_,16.02µm
_06857_,16.02µm
multiplier_inst.exp_final\[2\],16.02µm
_06261_,16.015µm
_01804_,16µm
_03747_,16µm
_06934_,16µm
_00756_,15.98µm
_02983_,15.98µm
net208,15.98µm
net3116,15.98µm
net2561,15.98µm
_03915_,15.96µm
net3264,15.96µm
_02959_,15.94µm
_06051_,15.94µm
_06345_,15.94µm
net2889,15.94µm
_01886_,15.92µm
_02045_,15.92µm
_03601_,15.92µm
adder_inst.i_a\[4\],15.92µm
net630,15.92µm
_02500_,15.9µm
_04063_,15.9µm
_03243_,15.86µm
_03298_,15.86µm
_03620_,15.86µm
_03788_,15.86µm
_04195_,15.86µm
multiplier_inst.exp_final_r\[2\],15.86µm
net598,15.86µm
_00481_,15.84µm
_01590_,15.84µm
_01815_,15.84µm
_02768_,15.84µm
_03128_,15.84µm
_03995_,15.84µm
_06426_,15.84µm
net1371,15.84µm
net3125,15.84µm
_02789_,15.8µm
_03551_,15.8µm
_06230_,15.78µm
_06955_,15.78µm
net186,15.78µm
_00656_,15.775µm
_00727_,15.76µm
_01330_,15.76µm
_01331_,15.76µm
_01439_,15.76µm
_02535_,15.76µm
_03249_,15.76µm
_04357_,15.76µm
_05479_,15.76µm
_01351_,15.74µm
_01490_,15.74µm
_03213_,15.72µm
_04111_,15.72µm
_04213_,15.72µm
_07042_,15.72µm
_00761_,15.7µm
_01390_,15.7µm
_06666_,15.68µm
_06907_,15.68µm
i_a[20],15.68µm
_03917_,15.66µm
i_a[27],15.65µm
_01784_,15.64µm
_02082_,15.64µm
_02630_,15.64µm
_03591_,15.64µm
_03998_,15.64µm
_05520_,15.64µm
_06985_,15.64µm
_00586_,15.62µm
_00710_,15.62µm
_00928_,15.62µm
_01216_,15.62µm
_02247_,15.62µm
_04415_,15.62µm
net561,15.62µm
_01931_,15.6µm
_02549_,15.6µm
_03953_,15.6µm
_04686_,15.6µm
net3144,15.6µm
_05832_,15.58µm
_01618_,15.56µm
_01691_,15.56µm
_01924_,15.56µm
_02099_,15.56µm
_03194_,15.56µm
_04073_,15.56µm
_05433_,15.56µm
_05723_,15.56µm
_06355_,15.56µm
net190,15.56µm
_02861_,15.54µm
_06566_,15.54µm
_02845_,15.52µm
_03291_,15.52µm
_03398_,15.52µm
_06623_,15.52µm
net683,15.52µm
_03748_,15.51µm
net33,15.5µm
_04351_,15.485µm
_03485_,15.48µm
_06673_,15.48µm
net1410,15.48µm
net3064,15.48µm
_01868_,15.46µm
_02005_,15.46µm
_03940_,15.46µm
_06732_,15.46µm
_00771_,15.44µm
_03767_,15.44µm
_04436_,15.44µm
_05071_,15.44µm
_06437_,15.44µm
_00016_,15.42µm
_00462_,15.42µm
_01991_,15.42µm
_02206_,15.42µm
adder_inst.sum_raw\[7\],15.42µm
net3382,15.42µm
_00413_,15.4µm
_00748_,15.4µm
_01083_,15.4µm
_01613_,15.4µm
_01910_,15.4µm
_02149_,15.4µm
_03274_,15.4µm
_04001_,15.4µm
_04614_,15.4µm
_01173_,15.38µm
_02092_,15.38µm
_06145_,15.38µm
_06803_,15.38µm
_06872_,15.38µm
_00807_,15.36µm
net3489,15.36µm
_01402_,15.34µm
_02411_,15.34µm
_02605_,15.34µm
_03259_,15.34µm
_03450_,15.34µm
_04683_,15.34µm
_04806_,15.34µm
_06389_,15.34µm
_01109_,15.33µm
_00535_,15.32µm
_03118_,15.32µm
_00860_,15.3µm
_01659_,15.3µm
_05187_,15.3µm
_06923_,15.295µm
_01582_,15.28µm
_03079_,15.28µm
_03153_,15.28µm
_03992_,15.28µm
_04092_,15.28µm
_04656_,15.28µm
_05318_,15.28µm
_06260_,15.28µm
_05579_,15.27µm
_03653_,15.26µm
_04938_,15.26µm
net1737,15.26µm
net2322,15.26µm
net3331,15.26µm
net3048,15.26µm
_05057_,15.25µm
_00900_,15.24µm
_03008_,15.24µm
_03938_,15.24µm
_04679_,15.24µm
_02879_,15.23µm
_00563_,15.22µm
_04690_,15.22µm
_05711_,15.22µm
_06481_,15.22µm
net3146,15.22µm
_00588_,15.2µm
_00824_,15.2µm
_02722_,15.2µm
_04098_,15.2µm
net182,15.2µm
net2674,15.195µm
_01428_,15.18µm
_01607_,15.18µm
_02117_,15.18µm
_04137_,15.18µm
_04434_,15.18µm
_06546_,15.18µm
net111,15.18µm
net1441,15.18µm
_02807_,15.16µm
_02941_,15.16µm
_04318_,15.16µm
_01698_,15.14µm
_01995_,15.14µm
_06701_,15.14µm
net634,15.14µm
_04765_,15.12µm
net593,15.12µm
_03288_,15.1µm
_04170_,15.1µm
_06301_,15.1µm
_06503_,15.1µm
net112,15.1µm
net481,15.1µm
net3097,15.1µm
_05058_,15.08µm
_05491_,15.08µm
net2543,15.08µm
_00702_,15.06µm
_00919_,15.06µm
_03012_,15.06µm
_04114_,15.06µm
_04132_,15.06µm
_04472_,15.06µm
_04643_,15.06µm
_05021_,15.06µm
_05650_,15.06µm
net3323,15.06µm
_06383_,15.05µm
_03844_,15.04µm
_03920_,15.04µm
_04777_,15.04µm
_02176_,15.025µm
_03290_,15.02µm
_03417_,15.02µm
_05744_,15.02µm
_06643_,15.02µm
_03376_,15.01µm
_00988_,15µm
_03340_,15µm
_06438_,15µm
i_b[3],15µm
net1720,14.99µm
_03853_,14.98µm
_04375_,14.98µm
_05463_,14.98µm
adder_inst.is_inf_b,14.98µm
net194,14.98µm
_00865_,14.97µm
_00684_,14.96µm
_01885_,14.96µm
_02648_,14.96µm
_04089_,14.96µm
_07085_,14.96µm
net836,14.96µm
net1322,14.96µm
net3123,14.96µm
net3484,14.96µm
_06249_,14.95µm
_01806_,14.94µm
_01989_,14.94µm
_02377_,14.94µm
_02509_,14.94µm
_02970_,14.94µm
_05289_,14.94µm
net625,14.94µm
_03997_,14.92µm
_04456_,14.92µm
_06790_,14.92µm
_03905_,14.91µm
_07058_,14.9µm
_04376_,14.885µm
_01937_,14.88µm
_02205_,14.88µm
_02471_,14.88µm
_03264_,14.88µm
_04299_,14.88µm
_05265_,14.88µm
_06392_,14.88µm
net2891,14.88µm
_01099_,14.86µm
_01227_,14.86µm
_02432_,14.86µm
_02713_,14.86µm
_06241_,14.86µm
net2308,14.86µm
_01593_,14.84µm
_03906_,14.84µm
_04186_,14.84µm
_04511_,14.84µm
_05037_,14.84µm
_05275_,14.84µm
net359,14.84µm
_00493_,14.82µm
_00572_,14.82µm
net2749,14.82µm
_06614_,14.81µm
_02628_,14.8µm
_03187_,14.8µm
_03984_,14.8µm
_06966_,14.8µm
_01281_,14.78µm
_02448_,14.78µm
_04730_,14.78µm
_04945_,14.78µm
_00827_,14.76µm
_00937_,14.76µm
_03287_,14.76µm
_04693_,14.76µm
add_ovf,14.76µm
_04977_,14.74µm
_04776_,14.72µm
net363,14.72µm
_00875_,14.7µm
_01295_,14.7µm
i_b[14],14.7µm
i_b[18],14.7µm
_00593_,14.68µm
_01636_,14.68µm
_01717_,14.68µm
_03922_,14.68µm
_05049_,14.68µm
_06287_,14.68µm
_06394_,14.68µm
net1698,14.68µm
_01731_,14.66µm
_02893_,14.66µm
net2528,14.66µm
net3128,14.66µm
_01761_,14.64µm
_02108_,14.64µm
_02268_,14.64µm
_02389_,14.64µm
_02723_,14.64µm
_05357_,14.64µm
multiplier_inst.overflow_calc_r,14.64µm
_00415_,14.61µm
_04260_,14.61µm
_01380_,14.6µm
_01701_,14.6µm
_02171_,14.6µm
_02302_,14.6µm
_02446_,14.6µm
_02574_,14.6µm
_03789_,14.6µm
_04251_,14.6µm
_04638_,14.6µm
_06855_,14.6µm
_03056_,14.58µm
_05073_,14.58µm
_05532_,14.58µm
_00933_,14.565µm
_00539_,14.56µm
_02504_,14.56µm
_04319_,14.56µm
_06286_,14.56µm
_07092_,14.56µm
_00326_,14.55µm
_01452_,14.54µm
_02063_,14.54µm
_05269_,14.54µm
i_b[6],14.54µm
_03854_,14.52µm
_05110_,14.52µm
_05808_,14.52µm
_05996_,14.52µm
net1309,14.52µm
_01837_,14.5µm
_02424_,14.5µm
_03589_,14.5µm
_06963_,14.5µm
add_res\[13\],14.5µm
adder_inst.is_zero_b_r,14.5µm
net1786,14.49µm
_00696_,14.48µm
_01670_,14.48µm
_02146_,14.48µm
_03354_,14.48µm
_04867_,14.48µm
_00030_,14.46µm
_02572_,14.46µm
_03867_,14.46µm
i_b[1],14.46µm
net2582,14.455µm
_03884_,14.44µm
_05281_,14.44µm
o_res[10],14.44µm
_00695_,14.42µm
_00712_,14.42µm
_00808_,14.42µm
_01218_,14.42µm
_04703_,14.42µm
_05050_,14.42µm
_00810_,14.4µm
_02387_,14.4µm
adder_inst.exp_larger_r\[3\],14.4µm
net58,14.4µm
_03561_,14.38µm
_06990_,14.38µm
net698,14.38µm
net447,14.37µm
_03082_,14.36µm
_03255_,14.36µm
_04142_,14.36µm
_05119_,14.36µm
_06510_,14.36µm
adder_inst.exp_b\[0\],14.36µm
net1319,14.36µm
net1661,14.36µm
_01355_,14.34µm
_04020_,14.34µm
_04227_,14.34µm
_01512_,14.32µm
_02222_,14.32µm
_02801_,14.32µm
_04201_,14.32µm
_04589_,14.32µm
_06676_,14.32µm
net289,14.32µm
_03364_,14.315µm
i_b[26],14.31µm
_02431_,14.3µm
_03501_,14.3µm
_04252_,14.3µm
_06214_,14.3µm
multiplier_inst.man_final\[1\],14.3µm
_01545_,14.28µm
_05287_,14.28µm
_02841_,14.27µm
_03245_,14.27µm
_02029_,14.26µm
_04231_,14.26µm
_04388_,14.26µm
_04526_,14.26µm
_04623_,14.26µm
_05513_,14.26µm
_06124_,14.26µm
net660,14.26µm
net2995,14.26µm
_03001_,14.25µm
_04389_,14.24µm
_01857_,14.22µm
_02239_,14.22µm
_02805_,14.22µm
_04903_,14.22µm
_06408_,14.22µm
_06772_,14.22µm
net2852,14.22µm
_02042_,14.21µm
_02747_,14.18µm
_05777_,14.18µm
_02450_,14.16µm
_03253_,14.16µm
_03539_,14.16µm
_05358_,14.16µm
net993,14.16µm
_00583_,14.14µm
_02093_,14.14µm
_02810_,14.14µm
_05148_,14.14µm
_05235_,14.14µm
_00207_,14.13µm
i_vld,14.13µm
_01362_,14.12µm
_03807_,14.12µm
net3207,14.115µm
_00845_,14.1µm
_00884_,14.1µm
_02252_,14.1µm
_03222_,14.1µm
_03484_,14.1µm
_05258_,14.1µm
_05909_,14.1µm
net1258,14.1µm
net1677,14.1µm
_00738_,14.08µm
_03752_,14.08µm
multiplier_inst.exp_final_r\[1\],14.08µm
net2669,14.08µm
_01644_,14.06µm
_02852_,14.06µm
_04084_,14.06µm
_03096_,14.05µm
_01734_,14.04µm
_02301_,14.04µm
adder_inst.i_a\[11\],14.04µm
net1459,14.04µm
net1571,14.04µm
_06593_,14.03µm
_01157_,14.02µm
_03124_,14.02µm
_05256_,14.02µm
_06244_,14.02µm
net3403,14.02µm
_05175_,14µm
_06716_,14µm
_00920_,13.98µm
_03136_,13.98µm
_03169_,13.98µm
_03463_,13.98µm
_04890_,13.98µm
_05143_,13.98µm
_05811_,13.98µm
o_res[8],13.98µm
o_res[9],13.98µm
_00981_,13.96µm
_02316_,13.96µm
_03757_,13.96µm
_05211_,13.96µm
_05449_,13.96µm
_05632_,13.96µm
_05774_,13.96µm
net287,13.96µm
net3030,13.96µm
_00568_,13.94µm
_02331_,13.94µm
_05972_,13.94µm
_00830_,13.92µm
_01797_,13.92µm
_02472_,13.92µm
_02885_,13.92µm
_03987_,13.92µm
_04051_,13.92µm
_04457_,13.92µm
_04966_,13.92µm
_05846_,13.92µm
_07011_,13.9µm
adder_inst.i_b\[3\],13.9µm
_00234_,13.89µm
_02118_,13.88µm
_03659_,13.88µm
_03755_,13.88µm
_03929_,13.88µm
_05020_,13.88µm
mul_ovf,13.88µm
net1730,13.88µm
net2690,13.88µm
_00772_,13.86µm
_01986_,13.86µm
_04435_,13.86µm
_01605_,13.84µm
_01819_,13.84µm
_03612_,13.84µm
_05184_,13.84µm
_05725_,13.84µm
_06078_,13.84µm
_06434_,13.84µm
_06702_,13.84µm
_04530_,13.82µm
_01457_,13.8µm
_02078_,13.8µm
_03370_,13.8µm
_03849_,13.8µm
_04138_,13.8µm
_04304_,13.8µm
_04655_,13.8µm
_05090_,13.8µm
_07043_,13.8µm
net3203,13.8µm
net2173,13.8µm
net3081,13.8µm
net2624,13.79µm
_01105_,13.78µm
_05840_,13.78µm
_02698_,13.77µm
_02938_,13.77µm
_03600_,13.76µm
_06163_,13.76µm
adder_inst.i_b\[14\],13.76µm
net2717,13.75µm
net2759,13.75µm
_01072_,13.74µm
_03451_,13.74µm
_04039_,13.74µm
_04803_,13.74µm
net812,13.74µm
_01974_,13.725µm
_00607_,13.72µm
_01484_,13.72µm
_02154_,13.72µm
_04786_,13.72µm
_05299_,13.72µm
net1326,13.72µm
_03914_,13.7µm
_02328_,13.68µm
_03440_,13.68µm
_04728_,13.68µm
_04797_,13.68µm
_05561_,13.68µm
_06229_,13.68µm
adder_inst.i_a\[6\],13.68µm
net220,13.68µm
_03537_,13.66µm
_03572_,13.66µm
_05475_,13.66µm
_07008_,13.66µm
net2925,13.66µm
net1517,13.66µm
_05083_,13.655µm
_01005_,13.64µm
_03553_,13.64µm
_03770_,13.64µm
_03988_,13.64µm
_04296_,13.64µm
adder_inst.i_b\[10\],13.64µm
multiplier_inst.man_final\[16\],13.64µm
net2391,13.64µm
net591,13.63µm
_06557_,13.62µm
i_b[15],13.62µm
net701,13.62µm
_02355_,13.6µm
_02602_,13.6µm
_03780_,13.6µm
_03939_,13.6µm
_06480_,13.6µm
net557,13.6µm
net236,13.6µm
net3018,13.6µm
net1193,13.595µm
_01367_,13.58µm
_04216_,13.58µm
_01399_,13.56µm
_06281_,13.56µm
add_res\[28\],13.56µm
net832,13.56µm
_00011_,13.54µm
_02323_,13.54µm
_03567_,13.54µm
_03910_,13.54µm
_04333_,13.54µm
i_b[12],13.54µm
mul_res\[25\],13.54µm
net3126,13.54µm
_06378_,13.53µm
_01352_,13.52µm
_02582_,13.52µm
_07007_,13.52µm
_07071_,13.52µm
net1352,13.52µm
_02808_,13.5µm
_02869_,13.5µm
_04757_,13.5µm
_06279_,13.5µm
_06649_,13.5µm
multiplier_inst.man_final\[18\],13.5µm
multiplier_inst.man_final\[4\],13.5µm
net708,13.5µm
net2237,13.495µm
_02620_,13.48µm
_04217_,13.48µm
_05381_,13.48µm
net1290,13.48µm
net2012,13.465µm
_00454_,13.46µm
_00652_,13.46µm
_02237_,13.46µm
_02823_,13.46µm
net2283,13.46µm
_07047_,13.44µm
net153,13.44µm
net1240,13.44µm
_00316_,13.42µm
_03750_,13.42µm
_05504_,13.42µm
_05588_,13.42µm
_06740_,13.42µm
adder_inst.exp_larger_r\[4\],13.42µm
net2977,13.42µm
_02863_,13.4µm
_03544_,13.4µm
_04000_,13.4µm
_06644_,13.4µm
_00199_,13.39µm
_02322_,13.38µm
_02585_,13.38µm
_03039_,13.38µm
_03280_,13.38µm
_04487_,13.38µm
_06654_,13.38µm
_06984_,13.38µm
net2278,13.38µm
net3449,13.38µm
_06123_,13.37µm
_00508_,13.36µm
_04403_,13.36µm
_00455_,13.34µm
_01203_,13.34µm
_02843_,13.34µm
_03810_,13.34µm
_06448_,13.34µm
multiplier_inst.man_final\[11\],13.34µm
_06658_,13.31µm
_00836_,13.3µm
_03215_,13.3µm
_06164_,13.3µm
adder_inst.exp_b\[7\],13.3µm
net1617,13.3µm
_04228_,13.28µm
_04729_,13.28µm
_02253_,13.26µm
_02380_,13.26µm
_03103_,13.26µm
_04707_,13.26µm
_04822_,13.26µm
_04913_,13.26µm
_06569_,13.26µm
net256,13.26µm
net1684,13.26µm
net1297,13.25µm
_05400_,13.24µm
_00465_,13.22µm
_01612_,13.22µm
_02412_,13.22µm
_03107_,13.22µm
_03402_,13.22µm
_04373_,13.22µm
_04924_,13.22µm
_05183_,13.22µm
_06828_,13.22µm
_07035_,13.22µm
_07078_,13.22µm
net1253,13.22µm
net889,13.22µm
_02269_,13.2µm
multiplier_inst.man_final\[7\],13.2µm
_03839_,13.19µm
_01843_,13.18µm
_05816_,13.18µm
_05843_,13.18µm
net849,13.18µm
net872,13.18µm
_00938_,13.175µm
_03217_,13.17µm
_05018_,13.17µm
_01572_,13.16µm
_04659_,13.16µm
_04727_,13.16µm
_05924_,13.16µm
_06273_,13.16µm
adder_inst.exp_a_r\[6\],13.16µm
_04921_,13.155µm
_01858_,13.14µm
_03943_,13.14µm
_04188_,13.14µm
_04597_,13.14µm
_05080_,13.14µm
_07099_,13.14µm
net3177,13.14µm
_00071_,13.12µm
_00894_,13.12µm
_03610_,13.12µm
net2540,13.12µm
_00029_,13.1µm
