net,length_um
_05477_,13.36µm
_00505_,13.34µm
_03163_,13.34µm
_06861_,13.34µm
_01107_,13.32µm
_01331_,13.32µm
_03896_,13.32µm
_05575_,13.32µm
_07761_,13.32µm
net407,13.32µm
_05458_,13.31µm
_02335_,13.3µm
_06080_,13.3µm
o_res[22],13.3µm
o_res[31],13.3µm
_02275_,13.28µm
_02771_,13.28µm
_04652_,13.28µm
_06146_,13.28µm
_03338_,13.275µm
_04632_,13.26µm
_05902_,13.26µm
_00944_,13.235µm
_02083_,13.2µm
_04784_,13.2µm
_00717_,13.18µm
_01931_,13.18µm
_02201_,13.18µm
_03275_,13.18µm
_04839_,13.18µm
_01160_,13.17µm
_00792_,13.16µm
_01208_,13.16µm
_01297_,13.16µm
_06657_,13.16µm
multiplier_inst.man_final\[14\],13.16µm
_00551_,13.14µm
_03811_,13.14µm
_05833_,13.14µm
_05946_,13.14µm
_01038_,13.12µm
_01535_,13.12µm
o_res[12],13.11µm
_02340_,13.1µm
_02951_,13.1µm
_04532_,13.1µm
_05003_,13.1µm
_05249_,13.1µm
_05994_,13.1µm
_07541_,13.1µm
_03415_,13.09µm
_04750_,13.09µm
_07013_,13.08µm
adder_inst.i_b\[4\],13.08µm
multiplier_inst.overflow_calc,13.08µm
_05580_,13.065µm
_05290_,13.06µm
_06756_,13.04µm
net64,13.04µm
_05655_,13.02µm
_01195_,13µm
_02626_,13µm
_05724_,13µm
_07597_,13µm
_03023_,12.98µm
_04396_,12.98µm
_06830_,12.98µm
_06835_,12.98µm
_02753_,12.96µm
_03699_,12.96µm
_04474_,12.96µm
_05344_,12.96µm
_05709_,12.96µm
_05755_,12.96µm
_06041_,12.96µm
_07663_,12.96µm
_04991_,12.95µm
_00652_,12.94µm
_01753_,12.94µm
_01142_,12.92µm
_02538_,12.92µm
_04350_,12.92µm
_06147_,12.92µm
adder_inst.i_a\[12\],12.92µm
_03958_,12.9µm
_02090_,12.885µm
_01901_,12.88µm
adder_inst.i_a\[22\],12.88µm
_01718_,12.86µm
_02598_,12.86µm
_03389_,12.86µm
_04125_,12.86µm
_00456_,12.84µm
_01124_,12.84µm
_05177_,12.84µm
_03991_,12.82µm
_05672_,12.82µm
_01206_,12.8µm
_03451_,12.8µm
_00851_,12.78µm
_03821_,12.76µm
_05330_,12.76µm
_01563_,12.75µm
_01184_,12.74µm
_05100_,12.74µm
adder_inst.i_b\[7\],12.74µm
_00991_,12.72µm
_01350_,12.72µm
_03115_,12.72µm
_04825_,12.72µm
_05685_,12.72µm
_06922_,12.72µm
_03082_,12.7µm
_04421_,12.7µm
_07107_,12.7µm
_07659_,12.7µm
_06742_,12.68µm
_07759_,12.68µm
_00601_,12.66µm
_01128_,12.66µm
_02826_,12.66µm
_03577_,12.66µm
_06932_,12.66µm
adder_inst.i_b\[0\],12.66µm
_01332_,12.64µm
_05625_,12.64µm
_07386_,12.64µm
net400,12.64µm
_00980_,12.62µm
net346,12.62µm
_03311_,12.6µm
_03822_,12.6µm
i_a[29],12.6µm
_00536_,12.58µm
_03951_,12.58µm
_04444_,12.58µm
_05524_,12.58µm
_06226_,12.58µm
_06528_,12.58µm
_07369_,12.58µm
_07376_,12.58µm
_01338_,12.56µm
_02234_,12.56µm
_02785_,12.56µm
_07811_,12.56µm
_02078_,12.55µm
_04853_,12.54µm
_06676_,12.54µm
_06996_,12.54µm
_00644_,12.52µm
_00899_,12.5µm
_06840_,12.5µm
_06981_,12.5µm
_01307_,12.48µm
_02328_,12.48µm
_02467_,12.48µm
_03113_,12.48µm
_04318_,12.48µm
_03057_,12.47µm
_00511_,12.46µm
_01139_,12.46µm
_01669_,12.46µm
_04569_,12.46µm
_05798_,12.46µm
_07828_,12.46µm
_02186_,12.44µm
_07152_,12.44µm
_07885_,12.44µm
_01094_,12.42µm
_03464_,12.42µm
_05004_,12.42µm
_01533_,12.4µm
_02310_,12.4µm
_03918_,12.4µm
_04282_,12.4µm
_00643_,12.38µm
_01938_,12.38µm
_03977_,12.38µm
_02573_,12.36µm
_03590_,12.36µm
_05082_,12.36µm
_05448_,12.36µm
_07840_,12.36µm
_00970_,12.35µm
_00946_,12.34µm
_01776_,12.34µm
_03557_,12.34µm
_05898_,12.34µm
_06947_,12.34µm
_07145_,12.34µm
net102,12.34µm
_04786_,12.32µm
_05320_,12.32µm
net329,12.32µm
_03013_,12.3µm
_04301_,12.3µm
_05386_,12.3µm
_06501_,12.3µm
_00037_,12.28µm
_01874_,12.28µm
_06125_,12.28µm
_03703_,12.265µm
_02150_,12.26µm
_03744_,12.26µm
_06509_,12.26µm
_00968_,12.24µm
_01031_,12.24µm
_02259_,12.24µm
_02317_,12.24µm
_03458_,12.24µm
_04588_,12.24µm
_05019_,12.24µm
_05494_,12.24µm
_02022_,12.22µm
_02837_,12.22µm
_04403_,12.22µm
_06562_,12.22µm
_02197_,12.2µm
_02508_,12.2µm
_05457_,12.2µm
_01014_,12.18µm
_01228_,12.18µm
_01296_,12.18µm
_00464_,12.16µm
_02696_,12.16µm
_06746_,12.16µm
_00778_,12.155µm
_00490_,12.15µm
_02531_,12.14µm
_03751_,12.14µm
_05592_,12.14µm
_00960_,12.12µm
_01872_,12.12µm
_02829_,12.12µm
_05857_,12.12µm
_06396_,12.12µm
_06540_,12.12µm
o_res[26],12.11µm
_04763_,12.1µm
_05567_,12.09µm
_03479_,12.08µm
net100,12.08µm
_04694_,12.06µm
_07833_,12.06µm
_02161_,12.04µm
_03690_,12.04µm
_04900_,12.04µm
_06592_,12.04µm
_07618_,12.04µm
_07812_,12.04µm
_00617_,12.02µm
_02442_,12.02µm
_02476_,12.02µm
_04026_,12.02µm
_04232_,12.02µm
_03809_,12µm
_05305_,12µm
_05365_,12µm
_00607_,11.98µm
_00729_,11.98µm
_00815_,11.98µm
_03797_,11.98µm
_03545_,11.96µm
_04276_,11.96µm
_05231_,11.96µm
_07171_,11.96µm
_05553_,11.94µm
_05610_,11.92µm
_02293_,11.9µm
_04606_,11.895µm
_01209_,11.88µm
_01412_,11.88µm
_01447_,11.88µm
_01518_,11.88µm
_02280_,11.88µm
_02578_,11.88µm
_04492_,11.88µm
_06692_,11.88µm
_04429_,11.86µm
_04543_,11.86µm
_00918_,11.84µm
_02065_,11.84µm
_02813_,11.84µm
_03278_,11.84µm
_03500_,11.84µm
_05871_,11.84µm
_06816_,11.84µm
_05099_,11.83µm
_01801_,11.82µm
_03308_,11.82µm
_06197_,11.82µm
_07712_,11.82µm
net20,11.82µm
_00481_,11.8µm
_01391_,11.8µm
_06467_,11.8µm
_04678_,11.795µm
_03733_,11.79µm
_01323_,11.78µm
_03222_,11.78µm
_04363_,11.78µm
_01080_,11.76µm
_01698_,11.76µm
_02746_,11.76µm
_03677_,11.76µm
_03724_,11.76µm
_02295_,11.75µm
_02725_,11.74µm
_03713_,11.74µm
_03714_,11.74µm
_01365_,11.72µm
_03383_,11.72µm
_00593_,11.7µm
_07495_,11.7µm
add_res\[18\],11.7µm
_01113_,11.68µm
_01671_,11.68µm
_03342_,11.68µm
i_a[2],11.68µm
i_a[4],11.68µm
i_b[0],11.68µm
i_b[8],11.68µm
_00877_,11.66µm
_02406_,11.66µm
_02768_,11.66µm
_03044_,11.66µm
_03151_,11.66µm
_05128_,11.66µm
_05348_,11.66µm
_05726_,11.66µm
_06029_,11.66µm
_07805_,11.66µm
o_res[19],11.65µm
_01111_,11.64µm
_02269_,11.64µm
_06053_,11.64µm
_00981_,11.62µm
_02542_,11.62µm
_02954_,11.62µm
_04152_,11.62µm
_05761_,11.62µm
_05764_,11.62µm
_02230_,11.6µm
_05018_,11.6µm
_05527_,11.6µm
_05533_,11.6µm
_03783_,11.59µm
_06784_,11.59µm
_02417_,11.58µm
_03626_,11.58µm
_05537_,11.58µm
_07486_,11.58µm
_01738_,11.56µm
_01990_,11.56µm
_02261_,11.56µm
_03153_,11.56µm
_03722_,11.56µm
_04391_,11.56µm
_04638_,11.56µm
_04914_,11.56µm
_00852_,11.54µm
_02284_,11.54µm
_05186_,11.54µm
_00896_,11.52µm
_00995_,11.52µm
_01078_,11.52µm
_02734_,11.52µm
_03104_,11.52µm
_05337_,11.52µm
_06970_,11.52µm
_07449_,11.52µm
net356,11.505µm
_02701_,11.5µm
_03643_,11.5µm
_04062_,11.5µm
_04408_,11.5µm
_04923_,11.5µm
_05429_,11.5µm
multiplier_inst.man_final\[11\],11.485µm
_00041_,11.48µm
_06251_,11.48µm
_07086_,11.47µm
_04051_,11.46µm
o_res[21],11.45µm
_03656_,11.44µm
_05163_,11.44µm
_05493_,11.44µm
_06227_,11.44µm
_01498_,11.42µm
_02616_,11.42µm
_05715_,11.42µm
_05870_,11.42µm
_05886_,11.42µm
_05905_,11.42µm
_06753_,11.42µm
_01151_,11.4µm
_06549_,11.4µm
_01565_,11.385µm
_05379_,11.38µm
_05452_,11.38µm
add_res\[10\],11.38µm
adder_inst.i_a\[20\],11.38µm
_00756_,11.36µm
_04138_,11.36µm
_07217_,11.36µm
adder_inst.man_a_r\[2\],11.36µm
_01071_,11.34µm
_07539_,11.34µm
_04611_,11.33µm
_07169_,11.325µm
_01746_,11.32µm
_02071_,11.32µm
_02956_,11.32µm
_04252_,11.32µm
_06297_,11.32µm
_06712_,11.32µm
_00927_,11.3µm
_01992_,11.3µm
_02473_,11.3µm
_02983_,11.3µm
_03101_,11.3µm
_05855_,11.3µm
_00472_,11.28µm
_02089_,11.28µm
_03144_,11.28µm
_03230_,11.28µm
_03558_,11.28µm
_04178_,11.28µm
_04491_,11.28µm
_05932_,11.28µm
_05375_,11.27µm
_00872_,11.26µm
_04481_,11.26µm
_00924_,11.24µm
_05511_,11.24µm
_05668_,11.24µm
adder_inst.sum_raw\[12\],11.24µm
_04029_,11.22µm
_05471_,11.22µm
_06124_,11.22µm
i_a[7],11.22µm
i_b[27],11.22µm
_01590_,11.2µm
_03446_,11.2µm
_07337_,11.2µm
_04752_,11.18µm
_06267_,11.18µm
_07010_,11.18µm
_07470_,11.18µm
_01622_,11.16µm
_02884_,11.16µm
_07454_,11.16µm
_03010_,11.14µm
_02353_,11.13µm
_01072_,11.12µm
_01783_,11.12µm
_03450_,11.12µm
_03970_,11.12µm
_04360_,11.12µm
net413,11.12µm
_00642_,11.1µm
_02308_,11.1µm
_05014_,11.1µm
_06095_,11.1µm
_03830_,11.08µm
_04153_,11.08µm
_07339_,11.08µm
_01953_,11.06µm
_00676_,11.04µm
_02200_,11.04µm
_02506_,11.04µm
_05283_,11.04µm
_04058_,11.02µm
_07515_,11.02µm
_04141_,11.015µm
_01310_,11µm
_02378_,11µm
_03390_,11µm
_03460_,11µm
_04305_,11µm
_05638_,11µm
o_res[30],11µm
_07628_,10.99µm
_01011_,10.98µm
_03531_,10.98µm
_05122_,10.98µm
_05899_,10.98µm
_01131_,10.96µm
_01568_,10.96µm
_02397_,10.96µm
_04117_,10.96µm
_04704_,10.96µm
_05093_,10.96µm
_07123_,10.96µm
_07878_,10.96µm
adder_inst.exp_b\[7\],10.96µm
_01321_,10.94µm
_03526_,10.94µm
_04601_,10.93µm
_01853_,10.92µm
_03330_,10.92µm
_03520_,10.92µm
_03748_,10.92µm
_04449_,10.92µm
_06378_,10.92µm
_03528_,10.91µm
_04150_,10.9µm
_06111_,10.9µm
_07584_,10.9µm
_05027_,10.89µm
_01082_,10.88µm
_03302_,10.88µm
_04705_,10.88µm
_05846_,10.88µm
_05853_,10.88µm
_00018_,10.86µm
_00638_,10.86µm
_01326_,10.86µm
_01752_,10.86µm
_02410_,10.86µm
_04418_,10.86µm
_04893_,10.86µm
_07309_,10.86µm
add_vld,10.86µm
_01278_,10.84µm
_01732_,10.84µm
_02643_,10.84µm
_02720_,10.84µm
_04475_,10.84µm
_04620_,10.84µm
_04691_,10.84µm
_04770_,10.84µm
_06939_,10.84µm
_07842_,10.84µm
_03512_,10.82µm
_03956_,10.82µm
_06322_,10.82µm
_06704_,10.82µm
_00040_,10.8µm
_02458_,10.8µm
_03276_,10.8µm
_02048_,10.78µm
_03409_,10.78µm
_03731_,10.78µm
_06915_,10.78µm
_07073_,10.78µm
_07305_,10.78µm
net347,10.78µm
net414,10.78µm
_04260_,10.775µm
_04919_,10.775µm
_02700_,10.77µm
_03987_,10.76µm
_04669_,10.76µm
_04743_,10.76µm
_04962_,10.76µm
_05033_,10.76µm
_07583_,10.76µm
i_a[1],10.76µm
i_a[31],10.76µm
i_b[1],10.76µm
i_b[23],10.76µm
i_b[25],10.76µm
i_b[29],10.76µm
i_b[30],10.76µm
i_b[31],10.76µm
i_b[7],10.76µm
_01135_,10.74µm
_03297_,10.74µm
_03319_,10.74µm
_05970_,10.74µm
_05271_,10.735µm
_02742_,10.73µm
_01999_,10.72µm
_04593_,10.72µm
_04964_,10.72µm
_01623_,10.7µm
_01987_,10.7µm
_02072_,10.7µm
_05077_,10.7µm
_06548_,10.7µm
_07093_,10.7µm
_07617_,10.7µm
adder_inst.i_a\[18\],10.7µm
_00520_,10.68µm
_02214_,10.68µm
_05025_,10.68µm
_06311_,10.68µm
adder_inst.exp_larger_r\[4\],10.68µm
_05297_,10.665µm
_01863_,10.66µm
_03915_,10.66µm
_04555_,10.66µm
_04597_,10.66µm
_05955_,10.66µm
_06150_,10.66µm
_06529_,10.66µm
_07396_,10.66µm
_03455_,10.65µm
_00783_,10.64µm
_00809_,10.64µm
_01375_,10.64µm
_01569_,10.64µm
_02806_,10.64µm
_03345_,10.64µm
_03810_,10.64µm
_03872_,10.64µm
_04760_,10.64µm
_06670_,10.64µm
adder_inst.exp_b_r\[2\],10.64µm
_03622_,10.625µm
_02077_,10.62µm
_02217_,10.62µm
_02556_,10.62µm
_03071_,10.62µm
_03358_,10.62µm
_03413_,10.62µm
_04230_,10.62µm
_04234_,10.62µm
_04330_,10.62µm
_04648_,10.62µm
_04908_,10.62µm
_04909_,10.62µm
_07275_,10.62µm
_05974_,10.615µm
_01006_,10.61µm
_00585_,10.6µm
o_res_vld,10.59µm
_01796_,10.58µm
_03507_,10.58µm
_04353_,10.58µm
_07758_,10.58µm
net56,10.58µm
net383,10.58µm
_01455_,10.57µm
_02306_,10.56µm
_03780_,10.56µm
_05472_,10.56µm
_06096_,10.56µm
_06673_,10.56µm
_07675_,10.56µm
_02191_,10.54µm
_05251_,10.54µm
o_res[28],10.54µm
overflow,10.54µm
_00967_,10.52µm
_01541_,10.52µm
_05237_,10.52µm
_05851_,10.52µm
_01740_,10.5µm
_01947_,10.5µm
_02326_,10.5µm
_02910_,10.5µm
_03159_,10.5µm
_07072_,10.5µm
_05880_,10.48µm
_06627_,10.46µm
_07186_,10.46µm
_00092_,10.44µm
_04539_,10.44µm
_00526_,10.42µm
_00873_,10.42µm
_02246_,10.42µm
_03819_,10.42µm
_05385_,10.42µm
_06326_,10.42µm
_06640_,10.42µm
_06629_,10.415µm
_04667_,10.405µm
_05568_,10.405µm
_02641_,10.4µm
_04364_,10.4µm
_05447_,10.4µm
_06421_,10.4µm
_06886_,10.4µm
add_res\[11\],10.4µm
_01665_,10.38µm
_01728_,10.38µm
_02922_,10.38µm
_04690_,10.38µm
_00015_,10.36µm
_01641_,10.36µm
_02359_,10.36µm
_03152_,10.36µm
_04487_,10.36µm
_07718_,10.36µm
multiplier_inst.man_final\[12\],10.36µm
net379,10.36µm
_01583_,10.35µm
_00580_,10.34µm
_00605_,10.34µm
_00647_,10.34µm
_04455_,10.34µm
_05480_,10.34µm
_05972_,10.34µm
_02871_,10.325µm
_00875_,10.32µm
_05959_,10.32µm
_06332_,10.32µm
_06339_,10.32µm
_06892_,10.32µm
net13,10.32µm
_00731_,10.3µm
_01335_,10.3µm
_03510_,10.3µm
_03857_,10.3µm
_03949_,10.3µm
_05117_,10.3µm
_05438_,10.3µm
_02934_,10.295µm
_00812_,10.28µm
_00889_,10.28µm
_01346_,10.28µm
_03091_,10.28µm
_04286_,10.28µm
_04868_,10.28µm
_05926_,10.28µm
_07253_,10.28µm
adder_inst.i_a\[1\],10.28µm
_02045_,10.26µm
_03223_,10.26µm
_04453_,10.26µm
_04645_,10.26µm
_04674_,10.26µm
_05275_,10.26µm
_07446_,10.26µm
o_res[27],10.25µm
_01519_,10.24µm
_02380_,10.24µm
_02625_,10.24µm
_06724_,10.24µm
_06962_,10.24µm
_07045_,10.24µm
_07321_,10.24µm
_07382_,10.24µm
_07528_,10.24µm
_04515_,10.22µm
_02061_,10.21µm
_00569_,10.2µm
_04103_,10.2µm
_05211_,10.2µm
_05259_,10.2µm
_05988_,10.2µm
_07070_,10.2µm
_07200_,10.2µm
_04571_,10.195µm
_01880_,10.18µm
_03813_,10.18µm
_04833_,10.18µm
_01180_,10.16µm
_01207_,10.16µm
_01379_,10.16µm
_03232_,10.16µm
_03277_,10.16µm
_03293_,10.16µm
_04042_,10.16µm
_04047_,10.16µm
_04505_,10.16µm
_04573_,10.16µm
_06776_,10.16µm
_07117_,10.16µm
_04111_,10.15µm
_01159_,10.14µm
_02682_,10.14µm
_05850_,10.14µm
o_res[16],10.13µm
_00066_,10.12µm
_00430_,10.12µm
_07015_,10.12µm
_00087_,10.1µm
_00777_,10.1µm
_02614_,10.1µm
add_res\[19\],10.1µm
_00560_,10.08µm
_02549_,10.08µm
_04365_,10.08µm
_04913_,10.08µm
_05053_,10.08µm
_05956_,10.08µm
_06755_,10.08µm
_07218_,10.08µm
_07887_,10.08µm
adder_inst.exp_a\[6\],10.08µm
_00975_,10.06µm
_00610_,10.04µm
_01717_,10.04µm
_03842_,10.04µm
_04848_,10.04µm
_05583_,10.04µm
_06464_,10.04µm
_06880_,10.04µm
_01343_,10.02µm
_06779_,10.02µm
_00722_,10µm
_01144_,10µm
_01650_,10µm
_02963_,10µm
_03990_,10µm
_06340_,10µm
_07116_,10µm
_01810_,9.98µm
_03040_,9.98µm
net12,9.98µm
net15,9.98µm
net54,9.98µm
net343,9.98µm
_02162_,9.975µm
i_a[18],9.97µm
_00625_,9.96µm
_01437_,9.96µm
_02582_,9.96µm
_05865_,9.96µm
_06165_,9.96µm
_07212_,9.96µm
_02044_,9.94µm
_02289_,9.94µm
_03591_,9.94µm
_04650_,9.94µm
_05160_,9.94µm
_06946_,9.94µm
_07259_,9.94µm
_07277_,9.94µm
opcode_stage1,9.94µm
_05823_,9.92µm
_00763_,9.91µm
_00119_,9.9µm
_03680_,9.9µm
_06383_,9.9µm
adder_inst.i_b\[6\],9.9µm
multiplier_inst.man_final\[13\],9.9µm
_01194_,9.88µm
_01492_,9.88µm
_02145_,9.88µm
_02741_,9.88µm
_03364_,9.88µm
_05331_,9.88µm
_05640_,9.88µm
_06023_,9.88µm
_01700_,9.86µm
_01839_,9.86µm
_05769_,9.86µm
_07588_,9.86µm
_07606_,9.86µm
_01070_,9.85µm
_00774_,9.84µm
_00855_,9.84µm
_01353_,9.84µm
_01609_,9.84µm
_01745_,9.84µm
_05526_,9.84µm
_01465_,9.835µm
_02135_,9.82µm
_02686_,9.82µm
_02697_,9.82µm
_05194_,9.82µm
_05934_,9.82µm
_06475_,9.82µm
_06727_,9.82µm
_07825_,9.82µm
_00793_,9.8µm
_02415_,9.8µm
_04307_,9.8µm
_04832_,9.8µm
_05593_,9.8µm
_00025_,9.78µm
_00788_,9.78µm
_01694_,9.78µm
_02192_,9.78µm
_02221_,9.78µm
_04399_,9.78µm
_06677_,9.78µm
_07496_,9.78µm
_02856_,9.775µm
_00719_,9.76µm
_01937_,9.76µm
_05203_,9.76µm
_05529_,9.76µm
_05531_,9.76µm
_07594_,9.76µm
net384,9.76µm
_00761_,9.75µm
_02499_,9.74µm
_02633_,9.74µm
_05179_,9.74µm
_07775_,9.74µm
_00698_,9.72µm
_01013_,9.72µm
_02116_,9.72µm
_02715_,9.72µm
_03133_,9.72µm
_03303_,9.72µm
_03351_,9.72µm
_02694_,9.71µm
_00583_,9.7µm
_00680_,9.7µm
_01705_,9.7µm
_03047_,9.7µm
_03354_,9.7µm
_03768_,9.7µm
_05897_,9.7µm
_06570_,9.7µm
_06890_,9.7µm
_07638_,9.7µm
_07806_,9.7µm
net330,9.7µm
_03138_,9.68µm
_03173_,9.68µm
_07306_,9.68µm
_00402_,9.66µm
_00662_,9.65µm
_04916_,9.64µm
_05208_,9.64µm
_05856_,9.64µm
_00278_,9.63µm
_00026_,9.62µm
_02073_,9.62µm
_03202_,9.62µm
_04777_,9.62µm
_05118_,9.62µm
_06578_,9.62µm
_01791_,9.6µm
_03337_,9.6µm
_03815_,9.6µm
_04600_,9.6µm
_07801_,9.6µm
_00412_,9.59µm
_01900_,9.59µm
_00474_,9.58µm
_00745_,9.58µm
_01110_,9.58µm
_01466_,9.58µm
_01689_,9.58µm
_02823_,9.58µm
_02877_,9.58µm
_03989_,9.58µm
_04116_,9.58µm
_04354_,9.58µm
_05274_,9.58µm
_05390_,9.58µm
_05852_,9.58µm
_05881_,9.58µm
_06485_,9.58µm
_00708_,9.56µm
_01119_,9.56µm
_00477_,9.54µm
_00622_,9.54µm
_05185_,9.54µm
_06292_,9.54µm
_07044_,9.54µm
add_ovf,9.54µm
net42,9.54µm
_00215_,9.53µm
_05547_,9.52µm
_06206_,9.52µm
_01948_,9.51µm
_00704_,9.5µm
_00922_,9.5µm
_00956_,9.5µm
_00983_,9.5µm
_01701_,9.5µm
_07610_,9.5µm
_03973_,9.48µm
_05005_,9.48µm
_06697_,9.48µm
_06837_,9.48µm
_07571_,9.48µm
_07722_,9.48µm
_01660_,9.46µm
_03267_,9.46µm
_06051_,9.46µm
_06088_,9.46µm
_00737_,9.44µm
_03741_,9.44µm
_01817_,9.42µm
_02750_,9.42µm
_02887_,9.42µm
_04500_,9.42µm
_05942_,9.42µm
_06357_,9.4µm
_01019_,9.38µm
_01524_,9.38µm
_01591_,9.38µm
_02034_,9.38µm
_02138_,9.38µm
_02703_,9.38µm
_04734_,9.38µm
_05618_,9.38µm
_05752_,9.38µm
_05756_,9.38µm
_07416_,9.38µm
_07865_,9.38µm
_07874_,9.38µm
_00577_,9.36µm
_02053_,9.36µm
_04547_,9.36µm
_04978_,9.36µm
_06950_,9.36µm
_02964_,9.34µm
_04664_,9.34µm
_05843_,9.34µm
_06104_,9.34µm
_06728_,9.34µm
_01703_,9.32µm
_03112_,9.32µm
_04268_,9.32µm
_04269_,9.32µm
_04892_,9.32µm
net84,9.32µm
_02277_,9.3µm
_03824_,9.3µm
_04920_,9.3µm
_04965_,9.3µm
_00423_,9.28µm
_00540_,9.28µm
_01202_,9.28µm
_02662_,9.28µm
_02899_,9.28µm
_04053_,9.28µm
_04339_,9.28µm
_05334_,9.28µm
_05588_,9.28µm
_07358_,9.28µm
_07498_,9.28µm
_00495_,9.26µm
_00841_,9.26µm
_01505_,9.26µm
_01647_,9.26µm
_04325_,9.26µm
_04551_,9.26µm
_05217_,9.26µm
_05423_,9.26µm
_05518_,9.26µm
_06607_,9.255µm
_00789_,9.24µm
_01175_,9.24µm
_01501_,9.24µm
_02648_,9.24µm
_02920_,9.24µm
_03274_,9.24µm
_03469_,9.24µm
_04771_,9.24µm
_06387_,9.24µm
_00410_,9.2µm
_00498_,9.2µm
_02870_,9.2µm
_01571_,9.18µm
_03960_,9.18µm
_04635_,9.18µm
_04818_,9.18µm
_04872_,9.18µm
_05195_,9.18µm
_06329_,9.18µm
multiplier_inst.man_final_r\[18\],9.18µm
_00408_,9.17µm
_00696_,9.16µm
_01022_,9.16µm
_01415_,9.16µm
_02819_,9.16µm
_03410_,9.16µm
_03700_,9.16µm
_04987_,9.16µm
_05900_,9.16µm
_05961_,9.16µm
_07066_,9.16µm
_04906_,9.15µm
_03613_,9.14µm
_00411_,9.13µm
_01850_,9.12µm
_02079_,9.12µm
_02518_,9.12µm
_02892_,9.12µm
_03210_,9.12µm
_03270_,9.12µm
_04207_,9.12µm
_06575_,9.12µm
_06899_,9.12µm
_00099_,9.1µm
_06888_,9.1µm
_00945_,9.08µm
_01213_,9.08µm
_06433_,9.08µm
_07263_,9.08µm
_07882_,9.07µm
_04970_,9.06µm
_06235_,9.06µm
_07438_,9.06µm
_07781_,9.06µm
adder_inst.i_b\[31\],9.06µm
i_b[15],9.05µm
_01667_,9.045µm
_00446_,9.04µm
_01188_,9.04µm
_01592_,9.04µm
_02714_,9.04µm
_03394_,9.04µm
_03434_,9.04µm
_04604_,9.04µm
_05434_,9.04µm
_07414_,9.04µm
_00665_,9.02µm
_03273_,9.02µm
_03497_,9.02µm
_04333_,9.02µm
_04767_,9.02µm
_05626_,9.02µm
_05973_,9.02µm
_06857_,9.02µm
adder_inst.sum_raw\[14\],9.02µm
_03105_,9.01µm
_03599_,9µm
_05101_,9µm
_05669_,9µm
_07149_,9µm
_00663_,8.98µm
_05291_,8.98µm
_06208_,8.98µm
_06682_,8.98µm
_07430_,8.98µm
_07559_,8.98µm
_02584_,8.96µm
_03848_,8.96µm
_04574_,8.96µm
_06492_,8.96µm
_00462_,8.94µm
_01395_,8.94µm
_02459_,8.94µm
_03264_,8.94µm
_05238_,8.94µm
_05789_,8.94µm
_05819_,8.94µm
_06130_,8.94µm
_07804_,8.94µm
_05771_,8.93µm
_04177_,8.925µm
_00824_,8.92µm
_02151_,8.92µm
_02211_,8.92µm
_04754_,8.92µm
_05718_,8.92µm
_02404_,8.9µm
_03398_,8.9µm
_04395_,8.9µm
_04411_,8.9µm
_05051_,8.9µm
_06536_,8.9µm
_06859_,8.9µm
multiplier_inst.exp_final_r\[1\],8.88µm
_00759_,8.87µm
_00499_,8.86µm
_01620_,8.86µm
_02977_,8.86µm
_03191_,8.86µm
_04711_,8.86µm
_06105_,8.86µm
_07261_,8.86µm
_07560_,8.86µm
_01075_,8.84µm
_04622_,8.84µm
_05086_,8.84µm
_01774_,8.82µm
_01870_,8.82µm
_02780_,8.82µm
_02849_,8.82µm
_03385_,8.82µm
_04401_,8.82µm
_05650_,8.82µm
_01427_,8.8µm
_02647_,8.8µm
_03426_,8.8µm
_04623_,8.8µm
_05119_,8.8µm
_05570_,8.8µm
_05691_,8.8µm
multiplier_inst.man_final_r\[9\],8.8µm
_00399_,8.79µm
_00523_,8.78µm
_00533_,8.78µm
_01653_,8.78µm
_01719_,8.78µm
_02724_,8.78µm
_03462_,8.78µm
_03486_,8.78µm
_04212_,8.78µm
_05047_,8.78µm
_05835_,8.78µm
_06583_,8.78µm
_07787_,8.78µm
_07881_,8.78µm
_02066_,8.77µm
adder_inst.sum_raw\[6\],8.74µm
_04259_,8.735µm
_00587_,8.72µm
_01985_,8.72µm
_04584_,8.72µm
_07019_,8.72µm
_00401_,8.71µm
_00038_,8.7µm
_01340_,8.7µm
_02088_,8.7µm
_02333_,8.7µm
_02351_,8.7µm
_04203_,8.7µm
_04240_,8.7µm
_05459_,8.7µm
_06126_,8.7µm
_07648_,8.7µm
_01136_,8.68µm
_01748_,8.68µm
_03619_,8.68µm
_03967_,8.68µm
_07274_,8.68µm
_00753_,8.66µm
_01053_,8.66µm
_01661_,8.66µm
_01756_,8.66µm
_02579_,8.66µm
_02638_,8.66µm
_02692_,8.66µm
_04877_,8.66µm
_04940_,8.66µm
_05569_,8.66µm
_05888_,8.66µm
_06106_,8.66µm
_06132_,8.66µm
_06651_,8.66µm
adder_inst.i_a\[17\],8.66µm
_04127_,8.62µm
_05989_,8.62µm
_06215_,8.62µm
_07087_,8.62µm
_02918_,8.6µm
_03936_,8.6µm
_07139_,8.6µm
_07485_,8.6µm
_07849_,8.6µm
add_res\[31\],8.6µm
i_b[11],8.59µm
_00616_,8.58µm
_00699_,8.58µm
_01162_,8.58µm
_02029_,8.58µm
_02264_,8.58µm
_02479_,8.58µm
_02482_,8.58µm
_02939_,8.58µm
_03496_,8.58µm
_03793_,8.58µm
_07607_,8.58µm
_07749_,8.58µm
add_res\[6\],8.58µm
