net,length_um
multiplier_inst.exp_final\[6\],7.22µm
net74,7.22µm
net93,7.22µm
_0466_,7.2µm
_0791_,7.2µm
_0937_,7.2µm
_1192_,7.2µm
_1483_,7.2µm
_1978_,7.2µm
_2086_,7.2µm
_2285_,7.2µm
_2344_,7.2µm
_2424_,7.2µm
_3566_,7.185µm
_0096_,7.18µm
_0958_,7.18µm
_1346_,7.18µm
_1406_,7.18µm
_1426_,7.18µm
_1444_,7.18µm
_1690_,7.18µm
_2085_,7.18µm
_2253_,7.18µm
_2369_,7.18µm
_3573_,7.18µm
_4062_,7.18µm
_4486_,7.18µm
mul_res\[16\],7.18µm
mul_res\[2\],7.18µm
mul_res\[8\],7.18µm
multiplier_inst.man_final\[14\],7.18µm
net92,7.18µm
net708,7.18µm
_1280_,7.175µm
_2162_,7.16µm
_2600_,7.16µm
_4285_,7.16µm
net75,7.14µm
_0467_,7.12µm
_0633_,7.12µm
_1118_,7.12µm
_2672_,7.12µm
_2775_,7.12µm
_4144_,7.12µm
_4165_,7.12µm
o_res[0],7.11µm
o_res[18],7.11µm
_0631_,7.1µm
_1150_,7.1µm
_1302_,7.1µm
_1436_,7.1µm
_1479_,7.1µm
_1821_,7.1µm
_2539_,7.1µm
_2626_,7.1µm
_2899_,7.1µm
_3839_,7.1µm
_3993_,7.1µm
net95,7.1µm
_0141_,7.08µm
_0153_,7.08µm
_0167_,7.08µm
_0461_,7.08µm
_1273_,7.08µm
_1415_,7.08µm
_2334_,7.08µm
_2446_,7.08µm
_2663_,7.08µm
_3808_,7.08µm
_3837_,7.08µm
_3905_,7.08µm
_4385_,7.08µm
_0649_,7.06µm
_1221_,7.06µm
_1972_,7.06µm
_2128_,7.06µm
_2331_,7.06µm
_2601_,7.06µm
_2759_,7.06µm
_2802_,7.06µm
_3141_,7.06µm
_3534_,7.06µm
_3688_,7.06µm
_2044_,7.04µm
_1761_,7µm
_3221_,7µm
_4048_,7µm
i_a[2],6.99µm
_0425_,6.98µm
_0568_,6.98µm
_0959_,6.98µm
_1000_,6.98µm
_1217_,6.98µm
_1438_,6.98µm
_1457_,6.98µm
_1583_,6.98µm
_1669_,6.98µm
_1688_,6.98µm
_1899_,6.98µm
_2122_,6.98µm
_2661_,6.98µm
_2700_,6.98µm
_3016_,6.98µm
_3052_,6.98µm
_4037_,6.98µm
_4085_,6.98µm
net100,6.98µm
_0468_,6.965µm
_0943_,6.96µm
_1295_,6.96µm
_1497_,6.96µm
_1707_,6.96µm
_2634_,6.96µm
_3115_,6.96µm
_4410_,6.96µm
_0734_,6.94µm
_1085_,6.94µm
_1643_,6.94µm
_1997_,6.94µm
_2852_,6.94µm
net52,6.94µm
net53,6.94µm
_0178_,6.91µm
_0333_,6.91µm
_2659_,6.91µm
o_res[11],6.91µm
_4202_,6.9µm
_1107_,6.88µm
adder_inst.is_nan_b,6.88µm
multiplier_inst.exp_final\[7\],6.88µm
net51,6.88µm
_0414_,6.87µm
_0706_,6.86µm
_1046_,6.86µm
_1240_,6.86µm
_1356_,6.86µm
_1420_,6.86µm
_1666_,6.86µm
_2098_,6.86µm
_2217_,6.86µm
_2376_,6.86µm
_2668_,6.86µm
_2876_,6.86µm
_4332_,6.86µm
_4493_,6.86µm
_0561_,6.84µm
_1812_,6.84µm
_2159_,6.84µm
_3561_,6.84µm
_0338_,6.82µm
_2132_,6.82µm
_2860_,6.82µm
_3506_,6.82µm
_2341_,6.815µm
_0197_,6.81µm
_1587_,6.81µm
_0403_,6.8µm
_0552_,6.78µm
_3910_,6.78µm
net69,6.78µm
_0353_,6.77µm
_0616_,6.76µm
_1381_,6.76µm
_1569_,6.76µm
_1680_,6.76µm
_4386_,6.76µm
add_res\[24\],6.76µm
net587,6.76µm
_0869_,6.74µm
_1201_,6.74µm
_1514_,6.74µm
_1948_,6.74µm
_2131_,6.74µm
_2218_,6.74µm
_2287_,6.74µm
_2652_,6.74µm
_2760_,6.74µm
_3075_,6.74µm
_3274_,6.74µm
_3636_,6.74µm
_3878_,6.74µm
_3953_,6.74µm
_4326_,6.74µm
_0433_,6.72µm
_0528_,6.72µm
_1289_,6.72µm
_1704_,6.72µm
_1966_,6.72µm
_2782_,6.72µm
_2811_,6.72µm
_3120_,6.72µm
_3560_,6.72µm
_3752_,6.72µm
add_ovf,6.72µm
multiplier_inst.man_final_r\[2\],6.72µm
net66,6.72µm
net135,6.72µm
_3815_,6.705µm
_1231_,6.7µm
_1565_,6.7µm
_3637_,6.7µm
_2658_,6.69µm
_3008_,6.69µm
_0475_,6.66µm
_0926_,6.66µm
_0930_,6.66µm
_1809_,6.66µm
_2667_,6.66µm
_3103_,6.66µm
_3589_,6.66µm
_2425_,6.65µm
i_b[6],6.65µm
_0997_,6.64µm
_1165_,6.64µm
_1730_,6.64µm
_1808_,6.64µm
_2770_,6.64µm
_4514_,6.64µm
_1856_,6.63µm
_4324_,6.63µm
_1059_,6.625µm
_1525_,6.62µm
_1714_,6.62µm
_2362_,6.62µm
_2959_,6.62µm
_3744_,6.62µm
_3898_,6.62µm
_4466_,6.62µm
_0493_,6.6µm
_0796_,6.6µm
_1398_,6.6µm
_1691_,6.6µm
_1768_,6.6µm
_1913_,6.6µm
_1918_,6.6µm
_3172_,6.6µm
_3258_,6.6µm
_3689_,6.6µm
_4240_,6.56µm
_0462_,6.54µm
_2900_,6.54µm
_3212_,6.54µm
_4192_,6.54µm
_0187_,6.52µm
_0535_,6.52µm
_0547_,6.52µm
_0998_,6.52µm
_1075_,6.52µm
_1111_,6.52µm
_1191_,6.52µm
_1261_,6.52µm
_1282_,6.52µm
_1551_,6.52µm
_1672_,6.52µm
_2042_,6.52µm
_2203_,6.52µm
_3080_,6.52µm
_4364_,6.52µm
_4382_,6.52µm
_0831_,6.5µm
_1195_,6.5µm
_1629_,6.5µm
mul_res\[17\],6.5µm
net661,6.5µm
net705,6.5µm
_2410_,6.49µm
_1825_,6.48µm
_2382_,6.48µm
_2919_,6.48µm
net585,6.48µm
net631,6.48µm
_0139_,6.45µm
_0069_,6.445µm
_1558_,6.44µm
multiplier_inst.exp_final_r\[7\],6.44µm
_2284_,6.43µm
_0102_,6.42µm
_0123_,6.42µm
_0729_,6.42µm
_4402_,6.42µm
net17,6.42µm
_0291_,6.41µm
_1746_,6.405µm
net591,6.405µm
_0485_,6.4µm
_0569_,6.4µm
_0898_,6.4µm
_0929_,6.4µm
_1171_,6.4µm
_1264_,6.4µm
_1290_,6.4µm
_1378_,6.4µm
_1451_,6.4µm
_1754_,6.4µm
_1785_,6.4µm
_1944_,6.4µm
_1945_,6.4µm
_3100_,6.4µm
_3282_,6.4µm
_3418_,6.4µm
_3720_,6.4µm
_3812_,6.4µm
_3962_,6.4µm
_4322_,6.4µm
adder_inst.i_b\[17\],6.4µm
_3745_,6.39µm
_0563_,6.38µm
_0726_,6.38µm
_0763_,6.38µm
_2527_,6.38µm
adder_inst.sign_sum,6.38µm
_0276_,6.37µm
_1257_,6.36µm
_4220_,6.36µm
adder_inst.i_b\[19\],6.36µm
_0209_,6.35µm
i_a[9],6.33µm
i_b[5],6.33µm
i_b[8],6.33µm
_1180_,6.32µm
_1417_,6.32µm
_1549_,6.32µm
_2559_,6.32µm
_3968_,6.32µm
adder_inst.i_a\[2\],6.32µm
i_a[15],6.31µm
i_b[20],6.31µm
_0550_,6.3µm
_1341_,6.3µm
_3237_,6.3µm
_3269_,6.3µm
_3271_,6.3µm
_4107_,6.3µm
mul_res\[26\],6.3µm
_0570_,6.28µm
_0645_,6.28µm
_0704_,6.28µm
_0714_,6.28µm
_1106_,6.28µm
_1338_,6.28µm
_1365_,6.28µm
_2464_,6.28µm
_2837_,6.28µm
_2981_,6.28µm
_2982_,6.28µm
_3163_,6.28µm
_3407_,6.265µm
_0422_,6.26µm
_2180_,6.26µm
_3105_,6.26µm
_3134_,6.26µm
_3453_,6.26µm
_3586_,6.26µm
_3748_,6.26µm
_3804_,6.26µm
_4006_,6.26µm
_4134_,6.26µm
add_res\[22\],6.26µm
net555,6.26µm
_1877_,6.2µm
_2966_,6.2µm
_3309_,6.2µm
_3491_,6.2µm
_1175_,6.19µm
_1103_,6.18µm
_1227_,6.18µm
_1641_,6.18µm
_2753_,6.18µm
_3000_,6.18µm
_3650_,6.18µm
_3706_,6.18µm
_4468_,6.18µm
adder_inst.sum_raw_r\[19\],6.18µm
_0090_,6.16µm
_1597_,6.16µm
_1833_,6.16µm
_4339_,6.16µm
multiplier_inst.exp_final_r\[1\],6.16µm
_0261_,6.14µm
_1488_,6.14µm
_1851_,6.14µm
_1880_,6.14µm
_2160_,6.14µm
_2288_,6.14µm
_2311_,6.14µm
_2443_,6.14µm
_2855_,6.14µm
_3567_,6.14µm
_3608_,6.14µm
_4243_,6.14µm
_4292_,6.14µm
_4356_,6.14µm
_4431_,6.14µm
_4530_,6.14µm
net707,6.14µm
_1014_,6.12µm
_0285_,6.11µm
_4122_,6.09µm
rst,6.09µm
_1212_,6.08µm
_2595_,6.08µm
_2697_,6.08µm
_0438_,6.06µm
_1329_,6.06µm
_2237_,6.06µm
_2723_,6.06µm
_2854_,6.06µm
_4141_,6.06µm
_4516_,6.06µm
_4535_,6.06µm
_4544_,6.06µm
_1739_,6.045µm
_1087_,6.04µm
_1783_,6.04µm
_3385_,6.04µm
_3464_,6.04µm
net626,6.04µm
_2927_,6.02µm
_3515_,6.02µm
_0146_,5.99µm
_0168_,5.99µm
_4395_,5.99µm
_0043_,5.985µm
net605,5.985µm
_4070_,5.97µm
i_a[10],5.97µm
i_a[3],5.97µm
i_b[11],5.97µm
i_b[19],5.97µm
_0106_,5.96µm
_2526_,5.96µm
_1012_,5.945µm
_1123_,5.945µm
_2282_,5.945µm
_1017_,5.94µm
_1263_,5.94µm
_1454_,5.94µm
_2157_,5.94µm
_2676_,5.94µm
_2750_,5.94µm
_2906_,5.94µm
_3061_,5.94µm
_3999_,5.94µm
_4483_,5.94µm
_2523_,5.92µm
_4552_,5.92µm
net604,5.92µm
_0271_,5.91µm
_0390_,5.91µm
_3500_,5.9µm
_0260_,5.89µm
_0267_,5.89µm
i_a[20],5.87µm
_0022_,5.86µm
_0100_,5.86µm
_0803_,5.86µm
_1496_,5.86µm
_2315_,5.86µm
_2617_,5.86µm
_4465_,5.86µm
mul_res\[7\],5.86µm
multiplier_inst.man_final\[5\],5.86µm
_0000_,5.84µm
_0583_,5.84µm
_1869_,5.84µm
_2283_,5.84µm
_2701_,5.84µm
_3295_,5.84µm
_3334_,5.84µm
_3337_,5.84µm
_3400_,5.84µm
_3459_,5.84µm
_4251_,5.84µm
_4303_,5.84µm
adder_inst.i_b\[31\],5.84µm
adder_inst.i_vld_r,5.84µm
multiplier_inst.man_final_r\[19\],5.84µm
multiplier_inst.man_final_r\[8\],5.84µm
_3559_,5.835µm
_1164_,5.82µm
_2593_,5.82µm
_2721_,5.82µm
_3051_,5.82µm
_3150_,5.82µm
_3972_,5.82µm
_0530_,5.815µm
_0049_,5.8µm
_0076_,5.8µm
_0511_,5.8µm
_0999_,5.8µm
_1005_,5.8µm
_1041_,5.8µm
_1467_,5.8µm
_1752_,5.8µm
_1928_,5.8µm
_2264_,5.8µm
_2294_,5.8µm
_2670_,5.8µm
_2945_,5.8µm
_2987_,5.8µm
_3749_,5.8µm
_3794_,5.8µm
_4080_,5.8µm
_4265_,5.8µm
_4413_,5.8µm
_2943_,5.795µm
_3448_,5.76µm
o_res[13],5.75µm
_3588_,5.745µm
_0667_,5.74µm
_0766_,5.74µm
_1395_,5.74µm
_1832_,5.74µm
_2254_,5.74µm
_2592_,5.74µm
_2696_,5.74µm
_2703_,5.74µm
_2792_,5.74µm
_2829_,5.74µm
_3090_,5.74µm
_3182_,5.74µm
_4435_,5.74µm
_4475_,5.74µm
adder_inst.sum_raw\[23\],5.74µm
net717,5.74µm
_1026_,5.735µm
_0545_,5.72µm
_1037_,5.72µm
_1142_,5.72µm
_1271_,5.72µm
_1859_,5.72µm
_1955_,5.72µm
_2023_,5.72µm
_3070_,5.72µm
_3519_,5.72µm
_3652_,5.72µm
_3848_,5.72µm
_4093_,5.72µm
_4157_,5.72µm
_4200_,5.72µm
_4208_,5.72µm
_4490_,5.72µm
_4551_,5.72µm
adder_inst.sum_raw\[14\],5.72µm
_1523_,5.7µm
_2090_,5.7µm
_2215_,5.7µm
_2304_,5.7µm
_2953_,5.7µm
_0143_,5.68µm
_0723_,5.68µm
_0747_,5.68µm
_1425_,5.68µm
_1498_,5.68µm
_1685_,5.68µm
_1696_,5.68µm
_2607_,5.68µm
_2785_,5.68µm
_3512_,5.68µm
net595,5.68µm
i_b[21],5.65µm
i_b[17],5.63µm
_1051_,5.62µm
_1095_,5.62µm
_1689_,5.62µm
mul_res\[12\],5.62µm
_0250_,5.6µm
_0340_,5.6µm
_0451_,5.6µm
_1052_,5.6µm
_1112_,5.6µm
_1382_,5.6µm
_1559_,5.6µm
_1599_,5.6µm
_1678_,5.6µm
_1828_,5.6µm
_1934_,5.6µm
_1982_,5.6µm
_2357_,5.6µm
_2462_,5.6µm
_2924_,5.6µm
_2988_,5.6µm
_3423_,5.6µm
_4381_,5.6µm
_4416_,5.6µm
multiplier_inst.man_final\[15\],5.6µm
_2278_,5.58µm
net646,5.58µm
net702,5.58µm
_0126_,5.56µm
_0134_,5.56µm
_0138_,5.56µm
_0164_,5.56µm
_0194_,5.56µm
_0252_,5.56µm
_0385_,5.56µm
_0417_,5.56µm
_0944_,5.56µm
_1461_,5.56µm
_3621_,5.56µm
net552,5.56µm
_0235_,5.53µm
o_res[7],5.53µm
net653,5.52µm
_0094_,5.5µm
_0681_,5.5µm
_0895_,5.5µm
_2100_,5.5µm
_3975_,5.5µm
_3986_,5.5µm
multiplier_inst.man_final\[6\],5.5µm
net663,5.5µm
_1477_,5.495µm
_0114_,5.49µm
_0672_,5.48µm
_0901_,5.48µm
_1422_,5.48µm
_1662_,5.48µm
_2018_,5.48µm
_2503_,5.48µm
_2525_,5.48µm
_2605_,5.48µm
_2647_,5.48µm
_2666_,5.48µm
_2769_,5.48µm
_2920_,5.48µm
_3793_,5.48µm
_4400_,5.48µm
adder_inst.i_b\[5\],5.48µm
adder_inst.is_zero_a_r,5.48µm
multiplier_inst.overflow_calc,5.48µm
_0034_,5.46µm
_0994_,5.46µm
_2192_,5.46µm
_3319_,5.46µm
net597,5.46µm
net703,5.46µm
_2305_,5.44µm
_0116_,5.43µm
_0392_,5.43µm
_4460_,5.41µm
_0003_,5.4µm
_0038_,5.4µm
_0589_,5.4µm
_0847_,5.4µm
_1225_,5.4µm
_1534_,5.4µm
_2216_,5.4µm
_2393_,5.4µm
_3095_,5.4µm
_3138_,5.4µm
_3228_,5.4µm
_1047_,5.38µm
_2962_,5.38µm
_4244_,5.38µm
_4284_,5.38µm
adder_inst.i_a\[31\],5.38µm
adder_inst.sum_raw\[15\],5.38µm
multiplier_inst.exp_final\[2\],5.38µm
net84,5.38µm
net632,5.38µm
net674,5.38µm
_1114_,5.365µm
_0460_,5.36µm
_0615_,5.36µm
_1306_,5.36µm
_1926_,5.36µm
_2490_,5.36µm
_2645_,5.36µm
_2935_,5.36µm
_3627_,5.36µm
_4128_,5.36µm
_4500_,5.36µm
_0254_,5.34µm
_1031_,5.34µm
_1205_,5.34µm
_3460_,5.34µm
_3578_,5.34µm
_3760_,5.34µm
_3885_,5.34µm
_4319_,5.34µm
_4344_,5.34µm
multiplier_inst.man_final_r\[12\],5.34µm
net83,5.34µm
net91,5.34µm
_2533_,5.335µm
_0142_,5.33µm
_1418_,5.32µm
_1431_,5.32µm
i_a[1],5.29µm
i_a[7],5.29µm
_1367_,5.28µm
_1371_,5.28µm
_1376_,5.28µm
_1500_,5.28µm
_1793_,5.28µm
_2094_,5.28µm
_3307_,5.28µm
_4423_,5.28µm
_0406_,5.27µm
_0001_,5.26µm
_0512_,5.26µm
_1199_,5.26µm
_1621_,5.26µm
_1781_,5.26µm
_1792_,5.26µm
_2327_,5.26µm
_2520_,5.26µm
_2636_,5.26µm
_2847_,5.26µm
_2907_,5.26µm
_3109_,5.26µm
_3723_,5.26µm
_3952_,5.26µm
_3957_,5.26µm
_4111_,5.26µm
_4447_,5.26µm
_4519_,5.26µm
net558,5.26µm
net642,5.26µm
_1233_,5.25µm
_0760_,5.24µm
_2011_,5.24µm
_3183_,5.24µm
_3431_,5.24µm
_3778_,5.24µm
_0682_,5.23µm
_0452_,5.22µm
_0705_,5.22µm
_1232_,5.22µm
_1402_,5.22µm
_1788_,5.22µm
_2308_,5.22µm
_2398_,5.22µm
_2660_,5.22µm
_2762_,5.22µm
_2944_,5.22µm
_3092_,5.22µm
_3107_,5.22µm
_3354_,5.22µm
_3555_,5.22µm
_3579_,5.22µm
_3840_,5.22µm
_4160_,5.22µm
net709,5.22µm
_0343_,5.19µm
_0391_,5.19µm
o_res[16],5.19µm
o_res[2],5.19µm
_2972_,5.17µm
_0670_,5.16µm
_1610_,5.16µm
mul_res\[25\],5.16µm
_0312_,5.14µm
_0322_,5.14µm
_0348_,5.14µm
_0441_,5.14µm
_0553_,5.14µm
_0748_,5.14µm
_0949_,5.14µm
_1001_,5.14µm
_1203_,5.14µm
_1239_,5.14µm
_1441_,5.14µm
_1540_,5.14µm
_2027_,5.14µm
_2142_,5.14µm
_2347_,5.14µm
_2374_,5.14µm
_2632_,5.14µm
_2791_,5.14µm
_2898_,5.14µm
_3740_,5.14µm
_4081_,5.14µm
_4471_,5.14µm
_4520_,5.14µm
net693,5.14µm
_0444_,5.12µm
_0980_,5.12µm
_1661_,5.12µm
_0253_,5.1µm
_0373_,5.1µm
_0399_,5.1µm
net24,5.1µm
_2882_,5.07µm
o_res[1],5.07µm
o_res[4],5.07µm
_1988_,5.06µm
_2873_,5.06µm
_3486_,5.06µm
_3631_,5.06µm
_0057_,5.04µm
_0088_,5.04µm
_0319_,5.04µm
net627,5.04µm
net639,5.04µm
_2505_,5.025µm
_0137_,5.02µm
_0519_,5.02µm
_0746_,5.02µm
_1062_,5.02µm
_1335_,5.02µm
_1495_,5.02µm
_1985_,5.02µm
_2332_,5.02µm
_2417_,5.02µm
_2501_,5.02µm
_2711_,5.02µm
_2763_,5.02µm
_3630_,5.02µm
_3807_,5.02µm
_3985_,5.02µm
_4403_,5.02µm
_4498_,5.02µm
_2435_,5µm
adder_inst.is_inf_b,5µm
net578,5µm
_0212_,4.99µm
_0299_,4.97µm
_0410_,4.97µm
i_a[12],4.95µm
i_a[4],4.95µm
i_b[4],4.95µm
_0924_,4.94µm
_0931_,4.94µm
_1325_,4.94µm
_2195_,4.94µm
_3551_,4.94µm
_3754_,4.94µm
_0404_,4.93µm
_0077_,4.92µm
_0429_,4.92µm
_0538_,4.92µm
_0663_,4.92µm
_0770_,4.92µm
_1054_,4.92µm
_1501_,4.92µm
_1648_,4.92µm
_1817_,4.92µm
_3425_,4.92µm
_3441_,4.92µm
_3649_,4.92µm
_3709_,4.92µm
_3724_,4.92µm
_3796_,4.92µm
_4171_,4.92µm
_4206_,4.92µm
add_res\[4\],4.92µm
adder_inst.sum_raw\[21\],4.92µm
net576,4.92µm
_0486_,4.9µm
_0761_,4.9µm
_1481_,4.9µm
_1748_,4.9µm
_2091_,4.9µm
_2104_,4.9µm
_2475_,4.9µm
_2737_,4.9µm
_2934_,4.9µm
_0371_,4.88µm
_1309_,4.88µm
_1561_,4.88µm
_1686_,4.88µm
_1967_,4.88µm
_2657_,4.88µm
_2869_,4.88µm
_2895_,4.88µm
_3044_,4.88µm
_3057_,4.88µm
_3603_,4.88µm
_3731_,4.88µm
_3897_,4.88µm
_4045_,4.88µm
_4214_,4.88µm
_4365_,4.88µm
_4445_,4.88µm
net12,4.88µm
net26,4.88µm
net87,4.88µm
net651,4.88µm
_0140_,4.87µm
o_res[14],4.85µm
o_res[17],4.85µm
o_res[22],4.85µm
_0732_,4.82µm
_1078_,4.82µm
_1384_,4.82µm
_1440_,4.82µm
_1507_,4.82µm
_2093_,4.82µm
_2594_,4.82µm
_3900_,4.82µm
_4143_,4.82µm
_4161_,4.82µm
_0050_,4.8µm
_0529_,4.8µm
_0650_,4.8µm
_0819_,4.8µm
_1458_,4.8µm
_1601_,4.8µm
_1632_,4.8µm
_2313_,4.8µm
_2472_,4.8µm
_2693_,4.8µm
_2724_,4.8µm
_2741_,4.8µm
_3094_,4.8µm
_3145_,4.8µm
_4000_,4.8µm
_4013_,4.8µm
_4379_,4.8µm
_4464_,4.8µm
_4489_,4.8µm
add_res\[5\],4.8µm
_0555_,4.78µm
_1311_,4.78µm
_2686_,4.78µm
_3691_,4.765µm
_3161_,4.76µm
_3639_,4.76µm
_3690_,4.76µm
_3792_,4.76µm
_3852_,4.76µm
_4448_,4.76µm
net82,4.76µm
_4378_,4.74µm
o_res[10],4.73µm
_4503_,4.7µm
_0317_,4.68µm
_0393_,4.68µm
_0716_,4.68µm
_0788_,4.68µm
_1300_,4.68µm
_1347_,4.68µm
_2364_,4.68µm
_2441_,4.68µm
_3149_,4.68µm
_3392_,4.68µm
_4076_,4.68µm
_4547_,4.68µm
net667,4.68µm
_0498_,4.66µm
_0599_,4.66µm
_2326_,4.66µm
_2466_,4.66µm
_1722_,4.63µm
_0216_,4.61µm
_0263_,4.61µm
_0265_,4.61µm
net613,4.605µm
_3452_,4.6µm
_3479_,4.6µm
_3872_,4.6µm
_4016_,4.6µm
multiplier_inst.man_final\[3\],4.6µm
net689,4.6µm
_0492_,4.58µm
_1487_,4.58µm
_3048_,4.58µm
_3451_,4.58µm
_1008_,4.56µm
_1181_,4.56µm
_1213_,4.56µm
_1229_,4.56µm
_1361_,4.56µm
_1765_,4.56µm
_2275_,4.56µm
_2426_,4.56µm
_3436_,4.56µm
_4433_,4.56µm
_0196_,4.54µm
_0415_,4.54µm
_0428_,4.54µm
_0787_,4.54µm
_1088_,4.54µm
net23,4.54µm
net62,4.54µm
net64,4.54µm
_0432_,4.48µm
_0450_,4.48µm
_0948_,4.48µm
_1491_,4.48µm
_2453_,4.48µm
_2627_,4.48µm
_2754_,4.48µm
_3229_,4.48µm
_3302_,4.48µm
_4131_,4.48µm
_4156_,4.48µm
adder_inst.sum_raw\[13\],4.48µm
net670,4.48µm
_0002_,4.46µm
_0024_,4.46µm
_0652_,4.46µm
_0990_,4.46µm
_1297_,4.46µm
_1526_,4.46µm
_1903_,4.46µm
_2059_,4.46µm
_2529_,4.46µm
_2569_,4.46µm
_3066_,4.46µm
_3564_,4.46µm
_3655_,4.46µm
_3759_,4.46µm
_3850_,4.46µm
_4174_,4.46µm
_4279_,4.46µm
_4375_,4.46µm
_4411_,4.46µm
add_res\[15\],4.46µm
add_res\[26\],4.46µm
multiplier_inst.exp_final_r\[2\],4.46µm
net41,4.46µm
net571,4.46µm
net592,4.46µm
_0439_,4.44µm
_0841_,4.44µm
_0908_,4.44µm
_0938_,4.44µm
_1695_,4.44µm
_2653_,4.44µm
_1667_,4.42µm
_3234_,4.42µm
_3437_,4.42µm
_3484_,4.42µm
_3597_,4.42µm
_3612_,4.42µm
_4226_,4.42µm
_4304_,4.42µm
net71,4.42µm
net601,4.42µm
net664,4.42µm
o_res[20],4.39µm
o_res[3],4.39µm
o_res[5],4.39µm
_0868_,4.38µm
_0584_,4.36µm
_0692_,4.36µm
_1016_,4.36µm
_1056_,4.36µm
_2957_,4.36µm
_3547_,4.36µm
_2001_,4.345µm
_0501_,4.34µm
_1428_,4.34µm
_1442_,4.34µm
_1462_,4.34µm
_1539_,4.34µm
_1795_,4.34µm
_1911_,4.34µm
_2118_,4.34µm
_2368_,4.34µm
_2428_,4.34µm
_2498_,4.34µm
_2599_,4.34µm
_3054_,4.34µm
_3093_,4.34µm
_3278_,4.34µm
_3449_,4.34µm
_3569_,4.34µm
_4049_,4.34µm
_4063_,4.34µm
_4130_,4.34µm
_4248_,4.34µm
_4427_,4.34µm
mul_res\[27\],4.34µm
_3959_,4.28µm
_2149_,4.25µm
_0494_,4.22µm
_1186_,4.22µm
_1187_,4.22µm
_1786_,4.22µm
_2698_,4.22µm
_3101_,4.22µm
_3276_,4.22µm
_4406_,4.22µm
multiplier_inst.man_final\[20\],4.22µm
_3024_,4.2µm
_3502_,4.2µm
_4238_,4.2µm
mul_res\[0\],4.2µm
_0181_,4.15µm
_0243_,4.15µm
_2340_,4.14µm
_3211_,4.14µm
_3629_,4.14µm
_3862_,4.14µm
_1134_,4.12µm
_3181_,4.12µm
_3477_,4.12µm
_3692_,4.12µm
_4316_,4.12µm
multiplier_inst.man_final\[7\],4.12µm
net570,4.12µm
net655,4.12µm
net722,4.12µm
_1651_,4.105µm
_0355_,4.1µm
_0445_,4.1µm
_0478_,4.1µm
_0795_,4.1µm
_2290_,4.1µm
_2976_,4.1µm
_3507_,4.1µm
_3818_,4.1µm
_3914_,4.1µm
_4525_,4.1µm
net48,4.1µm
_0852_,4.095µm
_0409_,4.08µm
_0163_,4.07µm
_0199_,4.07µm
_0232_,4.07µm
_1380_,4.06µm
_0185_,4.05µm
_0380_,4.05µm
_0413_,4.05µm
_0676_,4.02µm
_0697_,4.02µm
_0872_,4.02µm
_1154_,4.02µm
_1334_,4.02µm
_1946_,4.02µm
_1959_,4.02µm
_3116_,4.02µm
_3457_,4.02µm
_3488_,4.02µm
_3585_,4.02µm
adder_inst.is_zero_a,4.02µm
net27,4.02µm
net70,4.02µm
_0009_,4µm
_1278_,4µm
_1895_,4µm
_2061_,4µm
_2089_,4µm
_2096_,4µm
_2512_,4µm
_2572_,4µm
_2858_,4µm
_2893_,4µm
_3015_,4µm
_3513_,4µm
_3795_,4µm
_3828_,4µm
_4183_,4µm
_4253_,4µm
_4276_,4µm
_4363_,4µm
_4497_,4µm
add_res\[18\],4µm
add_res\[21\],4µm
adder_inst.i_b\[10\],4µm
mul_res\[10\],4µm
net563,4µm
net566,4µm
net660,4µm
_1397_,3.98µm
_1529_,3.98µm
_1736_,3.98µm
_2664_,3.98µm
_3193_,3.98µm
_3684_,3.96µm
_4266_,3.94µm
i_a[16],3.93µm
_0768_,3.9µm
_2317_,3.9µm
_3577_,3.9µm
_0154_,3.88µm
_0480_,3.88µm
_0504_,3.88µm
_0710_,3.88µm
_1157_,3.88µm
_1312_,3.88µm
_1455_,3.88µm
_1970_,3.88µm
_2158_,3.88µm
_2223_,3.88µm
_2731_,3.88µm
_2774_,3.88µm
_3108_,3.88µm
_3487_,3.88µm
_3602_,3.88µm
_3633_,3.88µm
_3806_,3.88µm
_3835_,3.88µm
_3940_,3.88µm
_4124_,3.88µm
_4193_,3.88µm
_4210_,3.88µm
_4437_,3.88µm
_4492_,3.88µm
net61,3.88µm
net99,3.88µm
net673,3.88µm
net681,3.88µm
_3458_,3.86µm
_4040_,3.86µm
_1167_,3.855µm
_1538_,3.84µm
_1459_,3.78µm
_1584_,3.78µm
_2120_,3.78µm
_3727_,3.78µm
mul_res\[14\],3.78µm
_0144_,3.76µm
_0182_,3.76µm
_0248_,3.76µm
_0288_,3.76µm
_0293_,3.76µm
_0378_,3.76µm
_0711_,3.76µm
_0942_,3.76µm
_1101_,3.76µm
_1245_,3.76µm
_2191_,3.76µm
_2272_,3.76µm
_3073_,3.76µm
_4014_,3.76µm
_4060_,3.76µm
_4496_,3.76µm
net716,3.76µm
net635,3.74µm
net687,3.74µm
_0342_,3.69µm
_0368_,3.69µm
_1890_,3.68µm
_2863_,3.68µm
_2889_,3.68µm
_4249_,3.68µm
mul_res\[13\],3.68µm
net581,3.68µm
_0264_,3.66µm
_0351_,3.66µm
_0935_,3.66µm
_1958_,3.66µm
_3195_,3.66µm
net14,3.66µm
net567,3.66µm
net568,3.66µm
net573,3.66µm
net694,3.66µm
_0223_,3.64µm
_0242_,3.64µm
_0303_,3.64µm
_2394_,3.64µm
